row_label_raw,row_label_full,col_0,Under 1 year,From 1 to 5 years,Over 5 years,Total,numeric__Under 1 year,numeric__From 1 to 5 years,numeric__Over 5 years,numeric__Total
As at 31/12/2025,As at 31/12/2025,As at 31/12/2025,VND,VND,VND,VND,,,,
Cash and cash equivalents,Cash and cash equivalents,Cash and cash equivalents,"14,116,600,594",-,-,"14,116,600,594",,,,
Trade and other receivables,Trade and other receivables,Trade and other receivables,"94,578,461,070",-,-,"94,578,461,070",,,,
Loans,Loans,Loans,"597,254,395,238",-,-,"597,254,395,238",,,,
,,,"705,949,456,902",-,-,"705,949,456,902",,,,
As at 01/01/2025,As at 01/01/2025,As at 01/01/2025,As at 01/01/2025,As at 01/01/2025,As at 01/01/2025,As at 01/01/2025,,,,
Cash and cash equivalents,Cash and cash equivalents,Cash and cash equivalents,"65,350,168,569",-,-,"65,350,168,569",,,,
Trade and other receivables,Trade and other receivables,Trade and other receivables,"81,733,794,230","120,000,000",-,"81,853,794,230",,,,
Loans,Loans,Loans,"668,108,888,909",-,-,"668,108,888,909",,,,
,,,"815,192,851,708","120,000,000",-,"815,312,851,708",,,,
