row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III.,III.,III.,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
1.,III. > 1.,1.,Tiền thu từ đi vay,33,105.380.797.629.326,95.370.377.675.905,,33.0,105380797629326.0,95370377675905.0
2.,III. > 2.,2.,Tiền trả nợ gốc vay,34,(99.367.436.672.700),(93.359.413.272.657),,34.0,-99367436672700.0,-93359413272657.0
3.,III. > 3.,3.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(2.178.212.527.315),(2.162.353.775.085),,36.0,-2178212527315.0,-2162353775085.0
3.,III. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động tài chính,40,3.835.148.429.311,(151.389.371.837),,40.0,3835148429311.0,-151389371837.0
3.,III. > 3.,3.,Lưu chuyển tiền thuần trong năm (50=20+30+40),50,11.722.762.056.263,(6.400.205.650.482),,50.0,11722762056263.0,-6400205650482.0
3.,III. > 3.,3.,Tiền và tương đương tiền đầu năm,60,16.942.605.931.887,22.818.044.778.395,,60.0,16942605931887.0,22818044778395.0
3.,III. > 3.,3.,Ảnh hưởng của thay đối tỷ giá hối đoái quy đổi ngoại tệ,61,252.122.726.243,524.766.803.974,,61.0,252122726243.0,524766803974.0
3.,III. > 3.,3.,Tiền và tương đương tiền cuối năm (70=50+60+61),70,28.917.490.714.393,16.942.605.931.887,,70.0,28917490714393.0,16942605931887.0
Lê Thị Hồng Trâm Người lập biểu,Lê Thị Hồng Trâm Người lập biểu,Lê Thị Hồng Trâm Người lập biểu,Lê Thị Hồng Trâm Người lập biểu,Bạch Đức Long Kế toán trưởng,Nguyễn Việt Thắng Tông Giám đốc,Nguyễn Việt Thắng Tông Giám đốc,,,,
