row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,92.844.136.710.503,70.525.624.074.313,92844136710503.0,70525624074313.0
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,61.805.063.982.002,42.413.425.725.616,61805063982002.0,42413425725616.0
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,28.726.105.722.274,25.282.502.240.179,28726105722274.0,25282502240179.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,1.754.825.566.491,2.008.300.492.053,1754825566491.0,2008300492053.0
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,463.495.698.638,610.715.690.166,463495698638.0,610715690166.0
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,53.249.788.244,56.423.711.337,53249788244.0,56423711337.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,41.395.952.854,48.082.794.163,41395952854.0,48082794163.0
Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,-,105.966.620.799,,105966620799.0
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,-,206.800.000,,206800000.0
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,54.362.329.505.068,49.276.945.688.312,54362329505068.0,49276945688312.0
,,,147.206.466.215.571,119.802.569.762.625,147206466215571.0,119802569762625.0
