row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,698.241.943.793,930.683.403.541,698241943793.0,930683403541.0
Tiền đặt cọc nhận từ cá nhân để mua cần hộ,Tiền đặt cọc nhận từ cá nhân để mua cần hộ,Tiền đặt cọc nhận từ cá nhân để mua cần hộ,455.278.330.876,489.642.549.385,455278330876.0,489642549385.0
Các khoản được chi hộ,Các khoản được chi hộ,Các khoản được chi hộ,139.856.014.647,-,139856014647.0,
"Cổ tức, lãi vay phải trả","Cổ tức, lãi vay phải trả","Cổ tức, lãi vay phải trả",35.124.783.015,21.728.436.465,35124783015.0,21728436465.0
Quỹ bảo trì chung cư,Quỹ bảo trì chung cư,Quỹ bảo trì chung cư,28.468.986.689,31.319.847.853,28468986689.0,31319847853.0
Phải trả về chuyển nhượng cổ phần (i),Phải trả về chuyển nhượng cổ phần (i),Phải trả về chuyển nhượng cổ phần (i),10.198.197.796,358.512.000.000,10198197796.0,358512000000.0
Góp vốn theo HĐHTKD,Góp vốn theo HĐHTKD,Góp vốn theo HĐHTKD,9.021.540.421,9.021.540.421,9021540421.0,9021540421.0
"Nhận ký cược, ký quỹ ngắn hạn","Nhận ký cược, ký quỹ ngắn hạn","Nhận ký cược, ký quỹ ngắn hạn",3.408.891.320,10.385.760.551,3408891320.0,10385760551.0
Khác,Khác,Khác,16.885.199.029,10.073.268.866,16885199029.0,10073268866.0
Dải hạn,Dải hạn,Dải hạn,87.170.988.004,203.519.106.264,87170988004.0,203519106264.0
"Nhận ký cược, ký quỹ dài hạn","Nhận ký cược, ký quỹ dài hạn","Nhận ký cược, ký quỹ dài hạn",61.947.988.004,59.019.106.264,61947988004.0,59019106264.0
Góp vốn theo HĐHTKD (ii),Góp vốn theo HĐHTKD (ii),Góp vốn theo HĐHTKD (ii),25.223.000.000,144.500.000.000,25223000000.0,144500000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,785.412.931.797,1.134.202.509.805,785412931797.0,1134202509805.0
Trong đó:,Trong đó:,Trong đó:,,,,
Phải trả khác,Trong đó: > Phải trả khác,Phải trả khác,585.294.769.343,1.097.992.168.792,585294769343.0,1097992168792.0
Phải trả bên liên quan (Thuyết minh số 34),Trong đó: > Phải trả bên liên quan (Thuyết minh số 34),Phải trả bên liên quan (Thuyết minh số 34),200.118.162.454,36.210.341.013,200118162454.0,36210341013.0
