row_label_raw,row_label_full,col_0,31/12/2022 > Giá trị ghi số,31/12/2022 > Dự phòng,01/01/2022 > Giá trị ghi số,01/01/2022 > Dự phòng,numeric__31/12/2022 > Giá trị ghi số,numeric__31/12/2022 > Dự phòng,numeric__01/01/2022 > Giá trị ghi số,numeric__01/01/2022 > Dự phòng
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.916.463.037.939,-,1.453.425.435.717,-,1916463037939.0,,1453425435717.0,
Ông Chu Thế Cường (1),Ông Chu Thế Cường (1),Ông Chu Thế Cường (1),194.900.000.000,-,-,-,194900000000.0,,,
Công ty Cổ phần GL Group,Công ty Cổ phần GL Group,Công ty Cổ phần GL Group,1.740.640.000,-,-,-,1740640000.0,,,
Đạt cọc theo hợp đồng chuyển nhượng cổ phần,Đạt cọc theo hợp đồng chuyển nhượng cổ phần,Đạt cọc theo hợp đồng chuyển nhượng cổ phần,-,,430.775.600.000,-,,,430775600000.0,
Đặt cọc theo hợp đồng chuyển nhượng (2),Đặt cọc theo hợp đồng chuyển nhượng (2),Đặt cọc theo hợp đồng chuyển nhượng (2),95.495.639.991,-,407.771.456.000,-,95495639991.0,,407771456000.0,
Phải thu theo hợp đồng hợp tác và các biên bản thỏa thuận (3),Phải thu theo hợp đồng hợp tác và các biên bản thỏa thuận (3),Phải thu theo hợp đồng hợp tác và các biên bản thỏa thuận (3),251.000.000.000,-,182.730.472.302,-,251000000000.0,,182730472302.0,
Phải thu theo biên bản thanh lý thỏa thuận hợp đồng hợp tác đầu tư (4),Phải thu theo biên bản thanh lý thỏa thuận hợp đồng hợp tác đầu tư (4),Phải thu theo biên bản thanh lý thỏa thuận hợp đồng hợp tác đầu tư (4),450.000.000.000,-,41.648.090.000,-,450000000000.0,,41648090000.0,
Công ty CP Đầu tư và kinh doanh Bất động sản Hải Phát (tiền cổ tức),Công ty CP Đầu tư và kinh doanh Bất động sản Hải Phát (tiền cổ tức),Công ty CP Đầu tư và kinh doanh Bất động sản Hải Phát (tiền cổ tức),9.301.007.285,-,-,-,9301007285.0,,,
Tạm ứng,Tạm ứng,Tạm ứng,346.038.631.281,-,376.111.848.934,-,346038631281.0,,376111848934.0,
Ký quỹ ký cược ngắn hạn,Ký quỹ ký cược ngắn hạn,Ký quỹ ký cược ngắn hạn,554.695.910.200,-,-,-,554695910200.0,,,
Phải thu khác,Phải thu khác,Phải thu khác,13.291.209.182,,14.387.968.481,-,13291209182.0,,14387968481.0,
Dài hạn,Dài hạn,Dài hạn,1.344.905.000.000,-,562.713.000.000,-,1344905000000.0,,562713000000.0,
Phải thu theo các hợp đồng hợp tác đầu tư (5),Phải thu theo các hợp đồng hợp tác đầu tư (5),Phải thu theo các hợp đồng hợp tác đầu tư (5),601.248.000.000,-,547.000.000.000,-,601248000000.0,,547000000000.0,
Phải thu theo các hợp đồng hợp tác đầu tư với cá nhân (6),Phải thu theo các hợp đồng hợp tác đầu tư với cá nhân (6),Phải thu theo các hợp đồng hợp tác đầu tư với cá nhân (6),727.985.000.000,-,-,-,727985000000.0,,,
Sở Kế hoạch và Đầu tư tỉnh Bình Thuận (Ký quỹ thực hiện dự án),Sở Kế hoạch và Đầu tư tỉnh Bình Thuận (Ký quỹ thực hiện dự án),Sở Kế hoạch và Đầu tư tỉnh Bình Thuận (Ký quỹ thực hiện dự án),15.672.000.000,-,15.672.000.000,-,15672000000.0,,15672000000.0,
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,-,-,41.000.000,-,,,41000000.0,
Tổng,Tổng,Tổng,3.261.368.037.939,-,2.016.138.435.717,-,3261368037939.0,,2016138435717.0,
Trong đó phải thu các bên liên quan(Chi tiết tại Thuyết minh số 7.2),Trong đó phải thu các bên liên quan(Chi tiết tại Thuyết minh số 7.2),Trong đó phải thu các bên liên quan(Chi tiết tại Thuyết minh số 7.2),1.193.527.960.184,-,1.046.636.889.634,-,1193527960184.0,,1046636889634.0,
