row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc VND,Trích lập dự phòng VND,Giá gốc VND,Trích lập dự phòng VND,,,,
Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi.,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi.,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi.,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi.,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi.,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi.,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi.,,,,
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,
Công ty Cổ phần Hàng không Mê Kông,Trong đó: > Công ty Cổ phần Hàng không Mê Kông,Công ty Cổ phần Hàng không Mê Kông,25.907.942.217,(25.907.942.217),25.907.942.217,(25.907.942.217),25907942217.0,-25907942217.0,25907942217.0,-25907942217.0
Công ty Liên doanh Cổ phần Nhà Việt,Trong đó: > Công ty Liên doanh Cổ phần Nhà Việt,Công ty Liên doanh Cổ phần Nhà Việt,-,-,264.863.302.414,(264.863.302.414),,,264863302414.0,-264863302414.0
Đối tượng khác,Trong đó: > Đối tượng khác,Đối tượng khác,4.124.223.813,(4.124.223.813),17.812.715.199,(13.201.402.474),4124223813.0,-4124223813.0,17812715199.0,-13201402474.0
,,,30.032.166.030,(30.032.166.030),308.583.959.830,(303.972.647.105),30032166030.0,-30032166030.0,308583959830.0,-303972647105.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,
Ngắn hạn,Trong đó: > Ngắn hạn,Ngắn hạn,,(30.032.166.030),,(82.339.776.146),,-30032166030.0,,-82339776146.0
Dài hạn,Trong đó: > Dài hạn,Dài hạn,,-,,(221.632.870.959),,,,-221632870959.0
