row_label_raw,row_label_full,col_0,Quá hạnTriệu đồng,Không chịu lãiTriệu đồng,Thời hạn định lại lãi suất,Thời hạn định lại lãi suất_1,Thời hạn định lại lãi suất_2,Thời hạn định lại lãi suất_3,Thời hạn định lại lãi suất_4,Thời hạn định lại lãi suất_5,Tổng cộngTriệu đồng,numeric__Quá hạnTriệu đồng,numeric__Không chịu lãiTriệu đồng,numeric__Thời hạn định lại lãi suất,numeric__Thời hạn định lại lãi suất_1,numeric__Thời hạn định lại lãi suất_2,numeric__Thời hạn định lại lãi suất_3,numeric__Thời hạn định lại lãi suất_4,numeric__Thời hạn định lại lãi suất_5,numeric__Tổng cộngTriệu đồng
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Các khoản nợ Chính phủ vàNHNN Việt Nam,Nợ phải trả > Các khoản nợ Chính phủ vàNHNN Việt Nam,Các khoản nợ Chính phủ vàNHNN Việt Nam,-,-,429,18.899,-,-,-,-,19.328,,,429.0,18899.0,,,,,19328.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,33.412.171,4.079.159,440.523,13.155,4.373,730,37.950.111,,,33412171.0,4079159.0,440523.0,13155.0,4373.0,730.0,37950111.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,,295.734,201.297.834,101.483.825,115.232.359,82.696.501,9.724.664,13.477,510.744.394,,295734.0,201297834.0,101483825.0,115232359.0,82696501.0,9724664.0,13477.0,510744394.0
Các công cụ tài chính phải sinhvà các nợ phải trả tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinhvà các nợ phải trả tài chính khác,Các công cụ tài chính phải sinhvà các nợ phải trả tài chính khác,-,91.459,-,-,-,-,-,-,91.459,,91459.0,,,,,,,91459.0
"Vốn tài trợ, ủy thác đầu tư, chovay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, chovay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, chovay TCTD chịu rủi ro",-,-,-,-,-,6.460,52.066,264.621,323.147,,,,,,6460.0,52066.0,264621.0,323147.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,715.664,3.408.410,9.889.905,13.796.994,1.181.518,-,28.992.491,,,715664.0,3408410.0,9889905.0,13796994.0,1181518.0,,28992491.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,50.534.866,-,-,-,-,-,-,50.534.866,,50534866.0,,,,,,,50534866.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,50.922.059,235.426.098,108.990.293,125.562.787,96.513.110,10.962.621,278.828,628.655.796,,50922059.0,235426098.0,108990293.0,125562787.0,96513110.0,10962621.0,278828.0,628655796.0
Mức chênh nhạy cảm với läisuất nội bảng,Nợ phải trả > Mức chênh nhạy cảm với läisuất nội bảng,Mức chênh nhạy cảm với läisuất nội bảng,16.790.293,27.511.302,(9.125.104),186.852.444,(121.096.049),(89.350.252),16.817.803,42.432.171,70.832.608,16790293.0,27511302.0,-9125104.0,186852444.0,-121096049.0,-89350252.0,16817803.0,42432171.0,70832608.0
