row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2022,Ngày 31 tháng 12 năm 2021(trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2022,numeric__Ngày 31 tháng 12 năm 2021(trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,84.290.904.828.356,70.036.158.576.516,,,84290904828356.0,70036158576516.0
210,210,210,I. Các khoản phải thu dài hạn,6.2,83.369.135.387,72.361.637.816,,62.0,83369135387.0,72361637816.0
216,216,216,1. Phải thu dài hạn khác,,83.369.135.387,72.361.637.816,,,83369135387.0,72361637816.0
220,220,220,II. Tài sản cố định,,1.886.457.022.912,1.934.480.147.292,,,1886457022912.0,1934480147292.0
221,221,221,1. Tài sản cố định hữu hình,10,982.152.015.992,974.265.052.366,,10.0,982152015992.0,974265052366.0
222,222,222,Nguyên giá,,2.670.586.750.558,2.558.529.794.503,,,2670586750558.0,2558529794503.0
223,223,223,Giá trị khấu hao luỹ kế,,(1.688.434.734.566),(1.584.264.742.137),,,-1688434734566.0,-1584264742137.0
227,227,227,2. Tài sản cố định vô hình,11,904.305.006.920,960.215.094.926,,11.0,904305006920.0,960215094926.0
228,228,228,Nguyên giá,,1.560.296.306.607,1.539.962.270.408,,,1560296306607.0,1539962270408.0
229,229,229,Giá trị hao mòn luỹ kế,,(655.991.299.687),(579.747.175.482),,,-655991299687.0,-579747175482.0
230,230,230,III. Bất động sản đầu tư,12,45.388.992.000,45.388.992.000,,12.0,45388992000.0,45388992000.0
240,240,240,IV. Tài sản dở dang dài hạn,,434.313.505.322,441.738.975.020,,,434313505322.0,441738975020.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,13,434.313.505.322,441.738.975.020,,13.0,434313505322.0,441738975020.0
250,250,250,V. Đầu tư tài chính dài hạn,,81.637.575.741.897,67.383.497.918.631,,,81637575741897.0,67383497918631.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",14.3.1,2.797.034.026.188,3.088.258.326.242,,1431.0,2797034026188.0,3088258326242.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,14.3.2,1.188.860.741.950,929.538.716.123,,1432.0,1188860741950.0,929538716123.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,(59.664.432.269),(42.683.425.929),,,-59664432269.0,-42683425929.0
255,255,255,4. Đầu tư nắm giữ đến ngày đáo hạn,14.2,77.711.345.406.028,63.408.384.302.195,,142.0,77711345406028.0,63408384302195.0
260,260,260,VI. Tài sản dài hạn khác,,203.800.430.838,158.690.905.757,,,203800430838.0,158690905757.0
261,261,261,1. Chi phí trả trước dài hạn,9,153.847.426.306,108.990.144.232,,9.0,153847426306.0,108990144232.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,16.2.1,17.776.310.946,18.414.546.814,,1621.0,17776310946.0,18414546814.0
268,268,268,3. Tài sản dài hạn khác,,32.176.693.586,31.286.214.711,,,32176693586.0,31286214711.0
270,270,270,TỔNG CỘNG TÀI SẢN,,201.663.976.385.114,169.504.598.786.269,,,201663976385114.0,169504598786269.0
