row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2022,Ngày 31 tháng 12 năm 2021 (trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2022,numeric__Ngày 31 tháng 12 năm 2021 (trình bày lại)
100,100,100,A. TÀI SẢN NGẮN HẠN,,117.373.071.556.758,99.468.440.209.753,,,117373071556758.0,99468440209753.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,2.206.497.560.116,5.354.092.025.872,,5.0,2206497560116.0,5354092025872.0
111,111,111,1. Tiền,,899.497.560.116,745.692.025.865,,,899497560116.0,745692025865.0
112,112,112,2. Các khoản tương đương tiền,,1.307.000.000.000,4.608.400.000.007,,,1307000000000.0,4608400000007.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,102.407.686.408.287,82.007.147.486.839,,,102407686408287.0,82007147486839.0
121,121,121,1. Chứng khoán kinh doanh,14.1,2.925.305.389.000,2.842.449.430.183,,141.0,2925305389000.0,2842449430183.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,,(300.020.787.914),(46.212.778.674),,,-300020787914.0,-46212778674.0
123,123,123,3. Đầu tư nắm giữ đến ngày đáo hạn,14.2,99.782.401.807.201,79.210.910.835.330,,142.0,99782401807201.0,79210910835330.0
130,130,130,III. Các khoản phải thu ngắn hạn,6.1,9.015.457.349.215,9.232.098.333.287,,61.0,9015457349215.0,9232098333287.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,,6.703.600.664.063,5.693.409.420.064,,,6703600664063.0,5693409420064.0
131.1,131.1,131.1,1.1 Phải thu về hoạt động bảo hiểm,,1.245.127.511.469,1.223.876.924.280,,,1245127511469.0,1223876924280.0
131.2,131.2,131.2,1.2 Phải thu về hoạt động đầu tư tài chính,,5.458.473.152.594,4.469.532.495.784,,,5458473152594.0,4469532495784.0
132,132,132,2. Trả trước cho người bán ngắn hạn,,35.077.502.602,56.638.491.525,,,35077502602.0,56638491525.0
135,135,135,3. Phải thu về cho vay ngắn hạn,,2.289.205.400.137,3.417.516.489.890,,,2289205400137.0,3417516489890.0
136,136,136,4. Phải thu ngắn hạn khác,,417.582.799.077,477.495.537.770,,,417582799077.0,477495537770.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(430.179.122.349),(413.131.711.647),,,-430179122349.0,-413131711647.0
139,139,139,6. Tài sản thiếu chờ xử lý,,170.105.685,170.105.685,,,170105685.0,170105685.0
140,140,140,IV. Hàng tồn kho,7,130.657.299.623,141.653.223.444,,7.0,130657299623.0,141653223444.0
150,150,150,V. Tài sản ngắn hạn khác,,662.942.344.625,585.578.169.288,,,662942344625.0,585578169288.0
151,151,151,1. Chi phí trả trước ngắn hạn,,632.376.095.306,542.934.988.670,,,632376095306.0,542934988670.0
151.1,151.1,151.1,1.1 Chi phí hoa hồng chưa phân bổ,8,573.767.690.885,493.005.752.612,,8.0,573767690885.0,493005752612.0
151.2,151.2,151.2,1.2 Chi phí trả trước ngắn hạn khác,9,58.608.404.421,49.929.236.058,,9.0,58608404421.0,49929236058.0
152,152,152,2. Thuế GTGT được khấu trừ,,24.148.583.251,25.624.105.125,,,24148583251.0,25624105125.0
153,153,153,3. Thuế và các khoản phải thu Nhà nước,16,-,1.847.071.254,,16.0,,1847071254.0
155,155,155,4. Tài sản ngắn hạn khác,,6.417.666.068,15.172.004.239,,,6417666068.0,15172004239.0
190,190,190,VI. Tài sản tái bảo hiểm,,2.949.830.594.892,2.147.870.971.023,,,2949830594892.0,2147870971023.0
191,191,191,1. Dự phòng phí nhượng tái bảo hiểm,24,1.563.289.264.476,1.032.058.644.245,,24.0,1563289264476.0,1032058644245.0
192,192,192,2. Dự phòng bồi thường nhượng tái bảo hiểm,24,1.386.541.330.416,1.115.812.326.778,,24.0,1386541330416.0,1115812326778.0
