row_label_raw,row_label_full,TÀI SẢN,TÀI SẢN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,100,,12.931.290.915.627,13.256.686.548.645,,100.0,,12931290915627.0,13256686548645.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,V.1,466.947.812.848,792.062.478.397,,110.0,,466947812848.0,792062478397.0
1.,1.,1.,Tiền,111,,289.743.199.116,623.266.434.752,,111.0,,289743199116.0,623266434752.0
2.,2.,2.,Các khoản tương đương tiền,112,,177.204.613.732,168.796.043.645,,112.0,,177204613732.0,168796043645.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,252.427.530.365,370.554.860.930,,120.0,,252427530365.0,370554860930.0
1.,1.,1.,Chứng khoán kinh doanh,121,V.2a,26.522.739.614,26.522.739.614,,121.0,,26522739614.0,26522739614.0
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,V.2a,(3.538.468.847),(2.610.510.864),,122.0,,-3538468847.0,-2610510864.0
3.,3.,3.,Đầu tư nằm giữ đến ngày đáo hạn,123,V.2b,229.443.259.598,346.642.632.180,,123.0,,229443259598.0,346642632180.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,8.984.196.192.554,9.031.088.336.261,,130.0,,8984196192554.0,9031088336261.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,V.3a,4.438.279.398.081,4.558.034.480.220,,131.0,,4438279398081.0,4558034480220.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,V.4,485.929.044.511,457.621.948.817,,132.0,,485929044511.0,457621948817.0
3.,3.,3.,Phải thu nội bộ ngắn hạn,133,,-,-,,133.0,,,
4.,4.,4.,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,,134.0,,,
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,V.5a,3.001.450.563.978,3.050.855.595.293,,135.0,,3001450563978.0,3050855595293.0
6.,6.,6.,Phải thu ngắn hạn khác,136,V.6a,1.523.352.854.929,1.309.992.396.288,,136.0,,1523352854929.0,1309992396288.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,V.7,(475.444.008.618),(356.428.515.903),,137.0,,-475444008618.0,-356428515903.0
8.,8.,8.,Tài sản thiếu chờ xử lý,139,V.8,10.628.339.673,11.012.431.546,,139.0,,10628339673.0,11012431546.0
IV.,IV.,IV.,Hàng tồn kho,140,V.9,3.005.778.678.201,2.859.024.304.136,,140.0,,3005778678201.0,2859024304136.0
1.,1.,1.,Hàng tồn kho,141,,3.007.421.075.257,2.871.889.384.808,,141.0,,3007421075257.0,2871889384808.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(1.642.397.056),(12.865.080.672),,149.0,,-1642397056.0,-12865080672.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,221.940.701.659,203.956.568.921,,150.0,,221940701659.0,203956568921.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,V.10a,86.767.438.248,73.326.122.799,,151.0,,86767438248.0,73326122799.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,125.501.127.499,123.384.478.124,,152.0,,125501127499.0,123384478124.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,V.19,9.672.135.912,7.245.967.998,,153.0,,9672135912.0,7245967998.0
4.,4.,4.,Giao dịch mua bán lại trái phiếu Chính phủ,154,,-,-,,154.0,,,
5,5,5,Tài sản ngắn hạn khác,155,,-,-,,155.0,,,
