row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TẢI SẢN NGẮN HẠN,A - TẢI SẢN NGẮN HẠN,A - TẢI SẢN NGẮN HẠN,A - TẢI SẢN NGẮN HẠN,100,,7.503.081.771.548,5.475.579.344.268,,100.0,,7503081771548.0,5475579344268.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,V.1,71.869.874.504,76.631.571.631,,110.0,,71869874504.0,76631571631.0
1.,1.,1.,Tiền,111,,61.984.386.313,38.168.774.346,,111.0,,61984386313.0,38168774346.0
2.,2.,2.,Các khoản tương đương tiền,112,,9.885.488.191,38.462.797.285,,112.0,,9885488191.0,38462797285.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,11.200.000.000,1.300.000.000,,120.0,,11200000000.0,1300000000.0
1.,1.,1.,Chứng khoán kinh doanh,121,,-,-,,121.0,,,
2.,2.,2.,Dự phòng giám giá chứng khoán kinh doanh,122,,-,-,,122.0,,,
3.,3.,3.,Đầu tư nằm giữ đến ngày đáo hạn,123,V.2,11.200.000.000,1.300.000.000,,123.0,,11200000000.0,1300000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,2.376.730.024.169,869.773.300.530,,130.0,,2376730024169.0,869773300530.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,V.3a,2.333.924.890.844,832.058.590.293,,131.0,,2333924890844.0,832058590293.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,V.4,25.195.451.251,3.699.065.429,,132.0,,25195451251.0,3699065429.0
3.,3.,3.,Phải thu nội bộ ngắn hạn,133,,-,-,,133.0,,,
4.,4.,4.,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,,134.0,,,
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,,-,-,,135.0,,,
6.,6.,6.,Phải thu ngắn hạn khác,136,V.5a,17.131.989.778,33.912.484.840,,136.0,,17131989778.0,33912484840.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,,-,-,,137.0,,,
8.,8.,8.,Tài sản thiếu chờ xử lý,139,V.7,477.692.296,103.159.968,,139.0,,477692296.0,103159968.0
IV.,IV.,IV.,Hàng tồn kho,140,,5.020.595.730.670,4.391.732.746.859,,140.0,,5020595730670.0,4391732746859.0
1.,1.,1.,Hàng tồn kho,141,V.8,5.020.595.730.670,4.391.732.746.859,,141.0,,5020595730670.0,4391732746859.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,-,-,,149.0,,,
V.,V.,V.,Tài sản ngắn hạn khác,150,,22.686.142.205,136.141.725.248,,150.0,,22686142205.0,136141725248.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,V.9a,3.120.602.079,3.494.731.064,,151.0,,3120602079.0,3494731064.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,19.565.540.126,132.646.994.184,,152.0,,19565540126.0,132646994184.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,,-,-,,153.0,,,
4.,4.,4.,Giao dịch mua bán lại trái phiếu Chính phủ,154,,-,-,,154.0,,,
5.,5.,5.,Tài sản ngắn hạn khác,155,,-,-,,155.0,,,
