row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGÂN HẠN,,12.064.070.073,8.971.078.892,,,12064070073.0,8971078892.0
110,110,110,I. Tiền,4,47.288.173,819.991,,4.0,47288173.0,819991.0
111,111,111,1. Tiền,,47.288.173,819.991,,,47288173.0,819991.0
130,130,130,II. Các khoản phải thu ngắn hạn,,11.878.847.537,8.877.588.071,,,11878847537.0,8877588071.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,1.651.221.870,1.496.160.600,,5.0,1651221870.0,1496160600.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,1.629.815.005,1.625.464.375,,6.0,1629815005.0,1625464375.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,5.912.039.028,3.753.096.261,,7.0,5912039028.0,3753096261.0
136,136,136,4. Phải thu ngắn hạn khác,8,2.755.025.588,2.255.107.462,,8.0,2755025588.0,2255107462.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,9,(69.253.954),(252.240.627),,9.0,-69253954.0,-252240627.0
140,140,140,III. Hàng tồn kho,10,37.700.270,4.903.261,,10.0,37700270.0,4903261.0
141,141,141,1. Hàng tồn kho,,50.182.824,17.580.995,,,50182824.0,17580995.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(12.482.554),(12.677.734),,,-12482554.0,-12677734.0
150,150,150,IV. Tài sản ngắn hạn khác,,100.234.093,87.767.569,,,100234093.0,87767569.0
152,152,152,1. Thuế GTGT được khấu trừ,16,99.948.262,87.481.181,,16.0,99948262.0,87481181.0
153,153,153,2. Thuế và các khoản khác phải thu Nhà nước,16,285.831,286.388,,16.0,285831.0,286388.0
200,200,200,B. TÀI SẢN DÀI HẠN,,9.135.851.600,9.862.263.929,,,9135851600.0,9862263929.0
210,210,210,I. Các khoản phải thu dài hạn,,4.050.979.875,5.007.032.058,,,4050979875.0,5007032058.0
215,215,215,1. Phải thu về cho vay dài hạn,7,2.382.041.632,3.400.037.284,,7.0,2382041632.0,3400037284.0
216,216,216,2. Phải thu dài hạn khác,8,1.668.938.243,1.606.994.774,,8.0,1668938243.0,1606994774.0
220,220,220,II. Tài sản cố định,,3.952.953,5.422.203,,,3952953.0,5422203.0
221,221,221,1. Tài sản cố định hữu hình,11,713.786,1.435.536,,11.0,713786.0,1435536.0
222,222,222,Nguyên giá,,8.977.967,9.541.177,,,8977967.0,9541177.0
223,223,223,Giá trị khấu hao lũy kế,,(8.264.181),(8.105.641),,,-8264181.0,-8105641.0
227,227,227,2. Tài sản cố định vô hình,12,3.239.167,3.986.667,,12.0,3239167.0,3986667.0
228,228,228,Nguyên giá,,5.980.000,5.980.000,,,5980000.0,5980000.0
229,229,229,Giá trị hao mòn lũy kế,,(2.740.833),(1.993.333),,,-2740833.0,-1993333.0
250,250,250,III. Đầu tư tài chính dài hạn,13,5.080.780.439,4.848.889.448,,13.0,5080780439.0,4848889448.0
251,251,251,1. Đầu tư vào các công ty con,,4.794.775.803,4.662.884.812,,,4794775803.0,4662884812.0
252,252,252,2. Đầu tư vào công ty liên kết,,286.004.636,286.004.636,,,286004636.0,286004636.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,2.594.610,2.594.610,,,2594610.0,2594610.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,,(2.594.610),(102.594.610),,,-2594610.0,-102594610.0
260,260,260,IV. Tài sản dài hạn khác,,138.333,920.220,,,138333.0,920220.0
261,261,261,1. Chi phí trả trước dài hạn,,138.333,920.220,,,138333.0,920220.0
270,270,270,TỔNG CỘNG TÀI SẢN,,21.199.921.673,18.833.342.821,,,21199921673.0,18833342821.0
