row_label_raw,row_label_full,col_0,31/12/2021,01/01/2021,numeric__31/12/2021,numeric__01/01/2021
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,22.868.562.055,20.213.833.985,22868562055.0,20213833985.0
Kinh phí công đoàn,Kinh phí công đoàn,Kinh phí công đoàn,36.793.949,108.501.449,36793949.0,108501449.0
Bảo hiểm xã hội,Bảo hiểm xã hội,Bảo hiểm xã hội,11.383.500,,11383500.0,
Võ Đức Thảo,Võ Đức Thảo,Võ Đức Thảo,3.002.901.697,2.999.051.047,3002901697.0,2999051047.0
Công ty TNHH TV ĐT & XD HAG,Công ty TNHH TV ĐT & XD HAG,Công ty TNHH TV ĐT & XD HAG,,1.378.601,,1378601.0
Phan Ngọc Thảo Nguyên,Phan Ngọc Thảo Nguyên,Phan Ngọc Thảo Nguyên,12.554.000,19.466.000,12554000.0,19466000.0
Lê Thị Hường,Lê Thị Hường,Lê Thị Hường,19.857.221,19.857.221,19857221.0,19857221.0
Trần Thụy Thanh Thảo,Trần Thụy Thanh Thảo,Trần Thụy Thanh Thảo,2.997.887.441,2.997.701.691,2997887441.0,2997701691.0
"Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",16.786.200.747,14.067.877.976,16786200747.0,14067877976.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
Cộng,b) Dài hạn > Cộng,Cộng,22.868.562.055,20.213.833.985,22868562055.0,20213833985.0
