row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,31/12/2017,31/12/2016,numeric__Thuyết minh,numeric__31/12/2017,numeric__31/12/2016
A. TẢI SẢN,A. TẢI SẢN,A. TẢI SẢN,A. TẢI SẢN,A. TẢI SẢN,A. TẢI SẢN,,,
"I. Tiền mặt, vàng bạc, đá quý","A. TẢI SẢN > I. Tiền mặt, vàng bạc, đá quý","I. Tiền mặt, vàng bạc, đá quý",V.01,212.866,200.381,,212866.0,200381.0
II. Tiền gửi tại ngân hàng nhà nước,A. TẢI SẢN > II. Tiền gửi tại ngân hàng nhà nước,II. Tiền gửi tại ngân hàng nhà nước,V.02,856.957,473.922,,856957.0,473922.0
"III. Tiền, vàng gửi tại các TCTD khác và cho vay các TCTD khác","A. TẢI SẢN > III. Tiền, vàng gửi tại các TCTD khác và cho vay các TCTD khác","III. Tiền, vàng gửi tại các TCTD khác và cho vay các TCTD khác",V.03,3.031.689,1.882.911,,3031689.0,1882911.0
"1. Tiền, vàng gửi tại các TCTD khác","A. TẢI SẢN > 1. Tiền, vàng gửi tại các TCTD khác","1. Tiền, vàng gửi tại các TCTD khác",,3.006.689,1.882.911,,3006689.0,1882911.0
2. Cho vay các TCTD khác,A. TẢI SẢN > 2. Cho vay các TCTD khác,2. Cho vay các TCTD khác,,25.000,-,,25000.0,
3. Dự phòng rủi ro cho vay các TCTD khác,3. Dự phòng rủi ro cho vay các TCTD khác,3. Dự phòng rủi ro cho vay các TCTD khác,,-,-,,,
IV. Chứng khoán kinh doanh,IV. Chứng khoán kinh doanh,IV. Chứng khoán kinh doanh,V.04,-,-,,,
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,,-,-,,,
2. Dự phòng giảm giả chứng khoán kinh doanh,2. Dự phòng giảm giả chứng khoán kinh doanh,2. Dự phòng giảm giả chứng khoán kinh doanh,,-,-,,,
V. Các công cụ tài chính phải sinh và các tài sản tài chính khác,V. Các công cụ tài chính phải sinh và các tài sản tài chính khác,V. Các công cụ tài chính phải sinh và các tài sản tài chính khác,V.05,-,-,,,
VI. Cho vay khách hàng,V. Các công cụ tài chính phải sinh và các tài sản tài chính khác > VI. Cho vay khách hàng,VI. Cho vay khách hàng,,13.988.536,12.430.861,,13988536.0,12430861.0
1. Cho vay khách hàng,V. Các công cụ tài chính phải sinh và các tài sản tài chính khác > 1. Cho vay khách hàng,1. Cho vay khách hàng,V.06,14.105.444,12.533.642,,14105444.0,12533642.0
2. Dự phòng rủi ro cho vay khách hàng,V. Các công cụ tài chính phải sinh và các tài sản tài chính khác > 2. Dự phòng rủi ro cho vay khách hàng,2. Dự phòng rủi ro cho vay khách hàng,V.07,(116.908),(102.781),,-116908.0,-102781.0
VII. Hoạt động mua nợ,VII. Hoạt động mua nợ,VII. Hoạt động mua nợ,,-,-,,,
1. Mua nợ,1. Mua nợ,1. Mua nợ,,-,-,,,
2. Dự phòng rủi ro hoạt động mua nợ,2. Dự phòng rủi ro hoạt động mua nợ,2. Dự phòng rủi ro hoạt động mua nợ,,-,-,,,
VIII. Chứng khoán đầu tư,2. Dự phòng rủi ro hoạt động mua nợ > VIII. Chứng khoán đầu tư,VIII. Chứng khoán đầu tư,V.08,1.615.224,2.389.792,,1615224.0,2389792.0
1. Chứng khoán đầu tư sẵn sáng để bán,1. Chứng khoán đầu tư sẵn sáng để bán,1. Chứng khoán đầu tư sẵn sáng để bán,,-,-,,,
2. Chứng khoán đầu tư giữ đến ngày đáo hạn,1. Chứng khoán đầu tư sẵn sáng để bán > 2. Chứng khoán đầu tư giữ đến ngày đáo hạn,2. Chứng khoán đầu tư giữ đến ngày đáo hạn,,1.946.070,2.675.872,,1946070.0,2675872.0
3. Dự phòng giảm giả chứng khoán đầu tư,1. Chứng khoán đầu tư sẵn sáng để bán > 3. Dự phòng giảm giả chứng khoán đầu tư,3. Dự phòng giảm giả chứng khoán đầu tư,,(330.846),(286.080),,-330846.0,-286080.0
"IX. Góp vốn, đầu tư dài hạn","1. Chứng khoán đầu tư sẵn sáng để bán > IX. Góp vốn, đầu tư dài hạn","IX. Góp vốn, đầu tư dài hạn",V.09,123.397,123.831,,123397.0,123831.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,,-,-,,,
2. Vốn góp liên doanh,2. Vốn góp liên doanh,2. Vốn góp liên doanh,,-,-,,,
3. Đầu tư vào công ty liên kết,3. Đầu tư vào công ty liên kết,3. Đầu tư vào công ty liên kết,,-,-,,,
4. Đầu tư dài hạn khác,3. Đầu tư vào công ty liên kết > 4. Đầu tư dài hạn khác,4. Đầu tư dài hạn khác,,125.655,125.655,,125655.0,125655.0
5. Dự phòng giảm giá đầu tư dài hạn,3. Đầu tư vào công ty liên kết > 5. Dự phòng giảm giá đầu tư dài hạn,5. Dự phòng giảm giá đầu tư dài hạn,,(2.258),(1.824),,-2258.0,-1824.0
