row_label_raw,row_label_full,Trái phiếu > KBC Bond 001,Loại trái phiếu > Trái phiếu doanh nghiệp có báo lãnh của Ngân hàng Thương mại Cổ phần Công thương Việt Nam,Số lượng trái phiếu > 2.700.000,Mệnh giá VND > 100.000,Giá trị VND > 270.000.000.000,"Lãi suất %/năm > 10,125%",Thời hạn trái phiếu > 8 tháng 5 năm 2017,Tài sản đảm bảo > Toàn bộ các tài sản hình thành từ chi phí đầu tư mà Công ty đã đầu tư và sẽ đầu tư trong tương lai vào 300 ha Khu công nghiệp Quế Võ mở rộng và 45 héc ta Khu đô thị Phúc Ninh.,numeric__Loại trái phiếu > Trái phiếu doanh nghiệp có báo lãnh của Ngân hàng Thương mại Cổ phần Công thương Việt Nam,numeric__Số lượng trái phiếu > 2.700.000,numeric__Mệnh giá VND > 100.000,numeric__Giá trị VND > 270.000.000.000,"numeric__Lãi suất %/năm > 10,125%",numeric__Thời hạn trái phiếu > 8 tháng 5 năm 2017,numeric__Tài sản đảm bảo > Toàn bộ các tài sản hình thành từ chi phí đầu tư mà Công ty đã đầu tư và sẽ đầu tư trong tương lai vào 300 ha Khu công nghiệp Quế Võ mở rộng và 45 héc ta Khu đô thị Phúc Ninh.
KBC Bond 001,KBC Bond 001,KBC Bond 001,Chi phí bảo lãnh phát hành trái phiếu KBC Bond 001,,,(706.398.000),,,,,,,-706398000.0,,,
KBC Bond 004,KBC Bond 004,KBC Bond 004,Trái phiếu doanh nghiệp phát hành cho PVCombank,4.000.000,100.000,400.000.000.000,"9,2%",31 tháng 10 năm 2019,Thể chấp bằng giả trị hàng tồn kho của Dự án Đầu tư xây dựng Khu đô thị và Dịch vụ Tràng Cát,,4000000.0,100000.0,400000000000.0,0.092,,
KBC Bond 005,KBC Bond 005,KBC Bond 005,Trái phiếu doanh nghiệp có báo lãnh của Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,3.500.000,100.000,350.000.000.000,"9,63%",28 tháng 12 năm 2017,"Đảm bảo bằng 12,63 triệu cổ phiếu SGT và 16,75 triệu cổ phiếu KBC của ống Đặng Thành Tâm và giá trị hình thành trong tương lai của dự án khu đô thị Quang Châu",,3500000.0,100000.0,350000000000.0,0.09630000000000001,,
KBC Bond 006,KBC Bond 006,KBC Bond 006,Trái phiếu doanh nghiệp phát hành cho PVCombank,500.000,100.000,50.000.000.000,"9,2%",31 tháng 10 năm 2019,Thể chấp bằng giả trị hàng tồn kho của Dự án Đầu tư xây dựng Khu đô thị và Dịch vụ Tràng Cát,,500000.0,100000.0,50000000000.0,0.092,,
KBC Bond 007,KBC Bond 007,KBC Bond 007,Trái phiếu doanh nghiệp phát hành cho PVCombank,3.000.000,100.000,300.000.000.000,"9,2%",31 tháng 10 năm 2019,Thể chấp bằng giả trị hàng tồn kho của Dự án Đầu tư xây dựng Khu đô thị và Dịch vụ Tràng Cát,,3000000.0,100000.0,300000000000.0,0.092,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,13.700.000,,1.369.293.602.000,,,,,13700000.0,,1369293602000.0,,,
Trong đó:Trái phiếu phải thanh toán trong năm tới,Trong đó:Trái phiếu phải thanh toán trong năm tới,Trong đó:Trái phiếu phải thanh toán trong năm tới,Trong đó:Trái phiếu phải thanh toán trong năm tới,,,1.020.000.000.000,,,,,,,1020000000000.0,,,
