row_label_raw,row_label_full,TÀI SẢN,TÀI SẢN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A -,A -,A -,TÀI SẢN NGẮN HẠN,100,,5.545.947.645.430,4.136.553.227.758,,100.0,,5545947645430.0,4136553227758.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,V.1,274.241.089.510,248.200.131.191,,110.0,,274241089510.0,248200131191.0
1.,1.,1.,Tiền,111,,274.241.089.510,177.945.336.670,,111.0,,274241089510.0,177945336670.0
2.,2.,2.,Các khoản tương đương tiền,112,,-,70.254.794.521,,112.0,,,70254794521.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,444.000.000.000,425.000.000.000,,120.0,,444000000000.0,425000000000.0
1.,1.,1.,Chứng khoán kinh doanh,121,,-,-,,121.0,,,
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,,-,-,,122.0,,,
3.,3.,3.,Đầu tư nắm giữ đến ngày đáo hạn,123,V.2.1,444.000.000.000,425.000.000.000,,123.0,,444000000000.0,425000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,4.395.332.562.468,3.023.304.493.976,,130.0,,4395332562468.0,3023304493976.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,V.4,4.246.264.318.126,2.892.595.297.807,,131.0,,4246264318126.0,2892595297807.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,,5.319.940.663,6.740.580.113,,132.0,,5319940663.0,6740580113.0
3.,3.,3.,Phải thu nội bộ ngắn hạn,133,,-,-,,133.0,,,
4.,4.,4.,Phải thụ theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,,134.0,,,
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,V.3,100.974.750.000,62.730.940.840,,135.0,,100974750000.0,62730940840.0
6.,6.,6.,Phải thu ngắn hạn khác,136,V.5,42.773.553.679,60.662.738.216,,136.0,,42773553679.0,60662738216.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,,-,-,,137.0,,,
8.,8.,8.,Tài sản thiếu chờ xử lý,139,,-,574.937.000,,139.0,,,574937000.0
IV.,IV.,IV.,Hàng tồn kho,140,V.6,286.790.916.974,308.550.374.402,,140.0,,286790916974.0,308550374402.0
1.,1.,1.,Hàng tồn kho,141,,286.790.916.974,308.550.374.402,,141.0,,286790916974.0,308550374402.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,-,-,,149.0,,,
V.,V.,V.,Tài sản ngắn hạn khác,150,,145.583.076.478,131.498.228.189,,150.0,,145583076478.0,131498228189.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,V.10,2.956.942.382,6.047.993.323,,151.0,,2956942382.0,6047993323.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,115.579.433.874,123.296.749.206,,152.0,,115579433874.0,123296749206.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,V.12.2,27.046.700.222,2.153.485.660,,153.0,,27046700222.0,2153485660.0
4.,4.,4.,Giao dịch mua bán lại trái phiếu Chính phủ,154,,-,-,,154.0,,,
5.,5.,5.,Tài sản ngắn hạn khác,155,,-,-,,155.0,,,
