row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,24,101.071.922.705.073,57.895.323.757.871,1.0,24.0,101071922705073.0,57895323757871.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,24,34.687.437.697,-,2.0,24.0,34687437697.0,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,24,101.037.235.267.376,57.895.323.757.871,10.0,24.0,101037235267376.0,57895323757871.0
4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,11,25,93.286.838.332.997,60.063.500.340.583,11.0,25.0,93286838332997.0,60063500340583.0
5. Lợi nhuận/(lỗ) gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận/(lỗ) gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận/(lỗ) gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,7.750.396.934.379,(2.168.176.582.712),20.0,,7750396934379.0,-2168176582712.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,27,997.698.087.896,667.899.110.481,21.0,27.0,997698087896.0,667899110481.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,28,565.336.231.400,519.866.253.906,22.0,28.0,565336231400.0,519866253906.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,352.905.432.978,273.410.269.857,23.0,,352905432978.0,273410269857.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,29,776.386.500.970,548.015.340.700,25.0,29.0,776386500970.0,548015340700.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,29,407.670.064.427,267.059.178.441,26.0,29.0,407670064427.0,267059178441.0
10. Lợi nhuận/(lỗ) thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),10. Lợi nhuận/(lỗ) thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),10. Lợi nhuận/(lỗ) thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,6.998.702.225.478,(2.835.218.245.278),30.0,,6998702225478.0,-2835218245278.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,30,33.723.797.751,23.726.930.110,31.0,30.0,33723797751.0,23726930110.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,31,923.684.083,994.074.288,32.0,31.0,923684083.0,994074288.0
13. Lợi nhuận khác (40=31-32),13. Lợi nhuận khác (40=31-32),13. Lợi nhuận khác (40=31-32),40,,32.800.113.668,22.732.855.822,40.0,,32800113668.0,22732855822.0
14. Tổng lợi nhuận/(lỗ) kế toán trước thuế (50=30+40),14. Tổng lợi nhuận/(lỗ) kế toán trước thuế (50=30+40),14. Tổng lợi nhuận/(lỗ) kế toán trước thuế (50=30+40),50,,7.031.502.339.146,(2.812.485.389.456),50.0,,7031502339146.0,-2812485389456.0
15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,32,300.480.620.848,(100.481.600),51.0,32.0,300480620848.0,-100481600.0
16. Thu nhập thuế thu nhập doanh nghiệp hoãn lại,16. Thu nhập thuế thu nhập doanh nghiệp hoãn lại,16. Thu nhập thuế thu nhập doanh nghiệp hoãn lại,52,33,(45.629.022.676),-,52.0,33.0,-45629022676.0,
17. Lợi nhuận/(lỗ) sau thuế thu nhập,17. Lợi nhuận/(lỗ) sau thuế thu nhập,17. Lợi nhuận/(lỗ) sau thuế thu nhập,60,,6.776.650.740.974,(2.812.384.907.856),60.0,,6776650740974.0,-2812384907856.0
