row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,100,,5.925.780.032.523,4.410.814.434.675,,100.0,,5925780032523.0,4410814434675.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,V.1,856.601.975.459,22.924.106.582,,110.0,,856601975459.0,22924106582.0
1.,1.,1.,Tiền,111,,14.758.108.171,12.924.106.582,,111.0,,14758108171.0,12924106582.0
2.,2.,2.,Các khoản tương đương tiền,112,,841.843.867.288,10.000.000.000,,112.0,,841843867288.0,10000000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,754.789.438.000,-,,120.0,,754789438000.0,
1.,1.,1.,Chứng khoán kinh doanh,121,,-,-,,121.0,,,
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,,-,-,,122.0,,,
3.,3.,3.,Đầu tư nắm giữ đến ngày đáo hạn,123,V.2a,754.789.438.000,-,,123.0,,754789438000.0,
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,635.499.487.346,631.607.726.545,,130.0,,635499487346.0,631607726545.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,V.3a,528.190.858.124,564.252.899.791,,131.0,,528190858124.0,564252899791.0
2.,2.,2.,Trà trước cho người bán ngắn hạn,132,V.4a,52.653.345.496,3.810.321.030,,132.0,,52653345496.0,3810321030.0
3.,3.,3.,Phải thu nội bộ ngắn hạn,133,,-,-,,133.0,,,
4.,4.,4.,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,,134.0,,,
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,,-,-,,135.0,,,
6.,6.,6.,Phải thu ngắn hạn khác,136,V.5a,58.279.497.181,66.133.229.620,,136.0,,58279497181.0,66133229620.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,V.6,(3.624.213.455),(2.588.723.896),,137.0,,-3624213455.0,-2588723896.0
8.,8.,8.,Tài sản thiếu chờ xử lý,139,,-,-,,139.0,,,
IV.,IV.,IV.,Hàng tồn kho,140,V.7,3.676.902.212.365,3.677.609.626.518,,140.0,,3676902212365.0,3677609626518.0
1.,1.,1.,Hàng tồn kho,141,,3.676.902.212.365,3.677.609.626.518,,141.0,,3676902212365.0,3677609626518.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,-,-,,149.0,,,
V.,V.,V.,Tài sản ngắn hạn khác,150,,1.986.919.353,78.672.975.030,,150.0,,1986919353.0,78672975030.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,V.8a,1.986.919.353,1.516.415.905,,151.0,,1986919353.0,1516415905.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,-,77.156.559.125,,152.0,,,77156559125.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,V.15,-,-,,153.0,,,
4.,4.,4.,Giao dịch mua bán lại trái phiếu Chính phủ,154,,-,-,,154.0,,,
5.,5.,5.,Tài sản ngắn hạn khác,155,,-,-,,155.0,,,
