row_label_raw,row_label_full,col_0,31/12/2023 > Giá trị ghi số,31/12/2023 > Dự phòng,01/01/2023 > Giá trị ghi số,01/01/2023 > Dự phòng,numeric__31/12/2023 > Giá trị ghi số,numeric__31/12/2023 > Dự phòng,numeric__01/01/2023 > Giá trị ghi số,numeric__01/01/2023 > Dự phòng
Ngắn hạn,Ngắn hạn,Ngắn hạn,2.133.191.458.349,-,1.916.463.037.939,-,2133191458349.0,,1916463037939.0,
Ông Chu Thế Cường (1),Ông Chu Thế Cường (1),Ông Chu Thế Cường (1),54.900.000.000,-,194.900.000.000,-,54900000000.0,,194900000000.0,
Công ty Cổ phần GL Group,Công ty Cổ phần GL Group,Công ty Cổ phần GL Group,1.740.640.000,-,1.740.640.000,-,1740640000.0,,1740640000.0,
Đặt cọc theo hợp đồng chuyển nhượng (2).,Đặt cọc theo hợp đồng chuyển nhượng (2).,Đặt cọc theo hợp đồng chuyển nhượng (2).,95.495.639.991,-,95.495.639.991,-,95495639991.0,,95495639991.0,
Phải thu theo hợp đồng hợp tác và các biên bản thỏa thuận (3),Phải thu theo hợp đồng hợp tác và các biên bản thỏa thuận (3),Phải thu theo hợp đồng hợp tác và các biên bản thỏa thuận (3),709.256.241.875,-,251.000.000.000,-,709256241875.0,,251000000000.0,
Phải thu theo biên bản thanh lý thỏa thuận hợp đồng hợp tác đầu tư (4),Phải thu theo biên bản thanh lý thỏa thuận hợp đồng hợp tác đầu tư (4),Phải thu theo biên bản thanh lý thỏa thuận hợp đồng hợp tác đầu tư (4),450.000.000.000,-,450.000.000.000,-,450000000000.0,,450000000000.0,
Công ty CP Đầu tư và kinh doanh Bất động sản Hải Phát (tiền cổ tức),Công ty CP Đầu tư và kinh doanh Bất động sản Hải Phát (tiền cổ tức),Công ty CP Đầu tư và kinh doanh Bất động sản Hải Phát (tiền cổ tức),9.301.007.285,-,9.301.007.285,-,9301007285.0,,9301007285.0,
Tạm ứng,Tạm ứng,Tạm ứng,305.860.188.784,-,346.038.631.281,-,305860188784.0,,346038631281.0,
Ký quỹ ký cược ngắn hạn,Ký quỹ ký cược ngắn hạn,Ký quỹ ký cược ngắn hạn,435.813.040.000,-,554.695.910.200,-,435813040000.0,,554695910200.0,
Phải thu khác,Phải thu khác,Phải thu khác,70.824.700.414,,13.291.209.182,-,70824700414.0,,13291209182.0,
Dài hạn,Dài hạn,Dài hạn,487.905.000.000,-,1.344.905.000.000,-,487905000000.0,,1344905000000.0,
Phải thu theo các hợp đồng hợp tác đầu tư (5),Phải thu theo các hợp đồng hợp tác đầu tư (5),Phải thu theo các hợp đồng hợp tác đầu tư (5),104.248.000.000,-,601.248.000.000,-,104248000000.0,,601248000000.0,
Phải thu theo các hợp đồng hợp tác đầu tư với cá nhân (6),Phải thu theo các hợp đồng hợp tác đầu tư với cá nhân (6),Phải thu theo các hợp đồng hợp tác đầu tư với cá nhân (6),367.980.000.000,-,727.985.000.000,-,367980000000.0,,727985000000.0,
Sở Kế hoạch và Đầu tư tỉnh Bình Thuận (Ký quỹ thực hiện dự án),Sở Kế hoạch và Đầu tư tỉnh Bình Thuận (Ký quỹ thực hiện dự án),Sở Kế hoạch và Đầu tư tỉnh Bình Thuận (Ký quỹ thực hiện dự án),15.672.000.000,-,15.672.000.000,-,15672000000.0,,15672000000.0,
"Ký quỹ, ký cược khác","Ký quỹ, ký cược khác","Ký quỹ, ký cược khác",5.000.000,-,-,-,5000000.0,,,
Tổng,Tổng,Tổng,2.621.096.458.349,-,3.261.368.037.939,-,2621096458349.0,,3261368037939.0,
Trong đó phải thu các bên liên quan (Chỉ tiết tại Thuyết minh số 7.1),Trong đó phải thu các bên liên quan (Chỉ tiết tại Thuyết minh số 7.1),Trong đó phải thu các bên liên quan (Chỉ tiết tại Thuyết minh số 7.1),365.299.969.075,-,1.193.527.960.184,-,365299969075.0,,1193527960184.0,
