row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng côngVND,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng côngVND
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,4.800.000.000,-,228.953.656.846,134.494.920.708,551.801.939.507,7.284.359.050.533,1.981.257.206.635,10.185.666.774.229,4800000000.0,,228953656846.0,134494920708.0,551801939507.0,7284359050533.0,1981257206635.0,10185666774229.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,1.225.246.511.571,988.938.616.263,25.533.379.992.824,11.899.728.380.921,28.177.418.280.108,38.878.837.796.845,78.920.427.213.372,185.623.976.791.904,1225246511571.0,988938616263.0,25533379992824.0,11899728380921.0,28177418280108.0,38878837796845.0,78920427213372.0,185623976791904.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Các khoản nợ Chính phủ và NHNN,Nợ phải trả > Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,-,-,-,-,130.606.957.051,-,-,130.606.957.051,,,,,130606957051.0,,,130606957051.0
Tiền gửi của và vay từ các TCTD khác,Nợ phải trả > Tiền gửi của và vay từ các TCTD khác,Tiền gửi của và vay từ các TCTD khác,-,-,23.390.212.864.338,4.302.606.599.624,4.226.214.402.131,118.168.012.800,822.448.684,32.038.024.327.577,,,23390212864338.0,4302606599624.0,4226214402131.0,118168012800.0,822448684.0,32038024327577.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
"Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Tiền gửi của khách hàng Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,41.332.974.945.758,19.512.357.363.636,34.299.099.033.741,3.660.170.052.153,11.380.256,98.804.612.775.544,,,41332974945758.0,19512357363636.0,34299099033741.0,3660170052153.0,11380256.0,98804612775544.0
