row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,1.070.461.464.568,572.855.047.111,1070461464568.0,572855047111.0
Thuế TNDN tính theo thuế suất của các công ty trong Tập đoàn (20%),Thuế TNDN tính theo thuế suất của các công ty trong Tập đoàn (20%),Thuế TNDN tính theo thuế suất của các công ty trong Tập đoàn (20%),122.906.199.987,58.749.668.459,122906199987.0,58749668459.0
Thuế TNDN tính theo thuế suất của các công ty trong Tập đoàn (17%),Thuế TNDN tính theo thuế suất của các công ty trong Tập đoàn (17%),Thuế TNDN tính theo thuế suất của các công ty trong Tập đoàn (17%),5.268.357.185,-,5268357185.0,
Thuế TNDN tính theo thuế suất của các công ty trong Tập đoàn (10%),Thuế TNDN tính theo thuế suất của các công ty trong Tập đoàn (10%),Thuế TNDN tính theo thuế suất của các công ty trong Tập đoàn (10%),41.752.417.601,24.386.974.139,41752417601.0,24386974139.0
Các điều chỉnh tăng:,Các điều chỉnh tăng:,Các điều chỉnh tăng:,,,,
Tài sản thuế thu nhập hoãn lại chưa được ghi nhận của các khoản lỗ thuế và các chênh lệch tạm thời khác,Các điều chỉnh tăng: > Tài sản thuế thu nhập hoãn lại chưa được ghi nhận của các khoản lỗ thuế và các chênh lệch tạm thời khác,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận của các khoản lỗ thuế và các chênh lệch tạm thời khác,17.511.237.642,893.441.129,17511237642.0,893441129.0
Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Các điều chỉnh tăng: > Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Điều chỉnh thuế TNDN trích thiếu trong những năm trước,-,983.905.482,,983905482.0
Chi phí tiền đất dự án chưa đủ điều kiện khẩu trừ,Các điều chỉnh tăng: > Chi phí tiền đất dự án chưa đủ điều kiện khẩu trừ,Chi phí tiền đất dự án chưa đủ điều kiện khẩu trừ,15.424.222.431,24.411.854.424,15424222431.0,24411854424.0
Chi phí trích lập dự phòng,Các điều chỉnh tăng: > Chi phí trích lập dự phòng,Chi phí trích lập dự phòng,(73.722.052),90.095.153.437,-73722052.0,90095153437.0
Phân bổ lợi thể thương mại,Các điều chỉnh tăng: > Phân bổ lợi thể thương mại,Phân bổ lợi thể thương mại,1.946.785.178,1.452.091.291,1946785178.0,1452091291.0
Chi phí lãi vay không được khẩu trừ,Các điều chỉnh tăng: > Chi phí lãi vay không được khẩu trừ,Chi phí lãi vay không được khẩu trừ,1.305.453.440,173.336.281,1305453440.0,173336281.0
Các chi phí phạt chậm nộp và chi phí phạt,Các điều chỉnh tăng: > Các chi phí phạt chậm nộp và chi phí phạt,Các chi phí phạt chậm nộp và chi phí phạt,3.938.773.092,9.913.416.553,3938773092.0,9913416553.0
Chi phí không được trừ khác,Các điều chỉnh tăng: > Chi phí không được trừ khác,Chi phí không được trừ khác,11.491.618.290,9.028.921.940,11491618290.0,9028921940.0
Các điều chỉnh giảm:,Các điều chỉnh giảm:,Các điều chỉnh giảm:,,,,
Thuế TNDN được miễn giảm,Các điều chỉnh giảm: > Thuế TNDN được miễn giảm,Thuế TNDN được miễn giảm,(113.984.483.167),(86.970.066.982),-113984483167.0,-86970066982.0
"Chi phí lãi vay không được trừ năm trước, chuyển sang năm nay","Các điều chỉnh giảm: > Chi phí lãi vay không được trừ năm trước, chuyển sang năm nay","Chi phí lãi vay không được trừ năm trước, chuyển sang năm nay",(4.845.533.377),-,-4845533377.0,
Tiền sử dụng đất trích trước của các căn đã bản giao các năm trước đã nộp trong kỳ,Các điều chỉnh giảm: > Tiền sử dụng đất trích trước của các căn đã bản giao các năm trước đã nộp trong kỳ,Tiền sử dụng đất trích trước của các căn đã bản giao các năm trước đã nộp trong kỳ,(25.648.425.160),-,-25648425160.0,
Thu nhập không tính thuế,Các điều chỉnh giảm: > Thu nhập không tính thuế,Thu nhập không tính thuế,(425.115),-,-425115.0,
Lỗ năm trước chuyển sang,Các điều chỉnh giảm: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,-,(7.534.703.044),,-7534703044.0
Chi phí thuế TNDN phân ánh trên báo cáo kết quả hoạt động kinh doanh hợp nhất ước tính,Các điều chỉnh giảm: > Chi phí thuế TNDN phân ánh trên báo cáo kết quả hoạt động kinh doanh hợp nhất ước tính,Chi phí thuế TNDN phân ánh trên báo cáo kết quả hoạt động kinh doanh hợp nhất ước tính,76.992.475.975,125.583.993.109,76992475975.0,125583993109.0
