row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,2.815.579.404.629,2.774.708.549.033,2815579404629.0,2774708549033.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu hoạt động sản xuất và kinh doanh điện,Trong đó: > Doanh thu hoạt động sản xuất và kinh doanh điện,Doanh thu hoạt động sản xuất và kinh doanh điện,2.274.165.198.330,1.891.067.812.731,2274165198330.0,1891067812731.0
"Doanh thu hoạt động cho thuê, quản lý bắt động sản và các hoạt động khác","Trong đó: > Doanh thu hoạt động cho thuê, quản lý bắt động sản và các hoạt động khác","Doanh thu hoạt động cho thuê, quản lý bắt động sản và các hoạt động khác",334.590.354.393,328.092.953.019,334590354393.0,328092953019.0
Doanh thu hoạt động kinh doanh khách sạn,Trong đó: > Doanh thu hoạt động kinh doanh khách sạn,Doanh thu hoạt động kinh doanh khách sạn,151.981.332.282,127.868.961.613,151981332282.0,127868961613.0
Doanh thu hoạt động kinh doanh bắt động sản,Trong đó: > Doanh thu hoạt động kinh doanh bắt động sản,Doanh thu hoạt động kinh doanh bắt động sản,47.073.031.008,414.828.625.536,47073031008.0,414828625536.0
Doanh thu hoạt động xây lắp (i),Trong đó: > Doanh thu hoạt động xây lắp (i),Doanh thu hoạt động xây lắp (i),7.769.488.616,12.850.196.134,7769488616.0,12850196134.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(29.038.966.240),(57.095.372.177),-29038966240.0,-57095372177.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,2.786.540.438.389,2.717.613.176.856,2786540438389.0,2717613176856.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,2.786.540.438.389,2.679.853.443.703,2786540438389.0,2679853443703.0
Doanh thu đối với các bên liên quan (Thuyết minh số 32.1),Trong đó: > Doanh thu đối với các bên liên quan (Thuyết minh số 32.1),Doanh thu đối với các bên liên quan (Thuyết minh số 32.1),-,37.759.733.153,,37759733153.0
