row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
1,1,1,2,3,4,5,2.0,3.0,4.0,5.0
D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,400,,43.297.142.328.404,42.249.831.110.211,400.0,,43297142328404.0,42249831110211.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,V.16,43.130.146.435.651,42.064.100.747.941,410.0,,43130146435651.0,42064100747941.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,26.166.499.106.975,26.166.499.106.975,411.0,,26166499106975.0,26166499106975.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,,119.703.071.188,119.650.275.831,412.0,,119703071188.0,119650275831.0
3. Quyền chọn chuyển đổi trái phiếu,3. Quyền chọn chuyển đổi trái phiếu,3. Quyền chọn chuyển đổi trái phiếu,413,,0,0,413.0,,0.0,0.0
4. Vốn khác của chủ sở hữu,4. Vốn khác của chủ sở hữu,4. Vốn khác của chủ sở hữu,414,,10.591.025.501,5.827.166.358,414.0,,10591025501.0,5827166358.0
5. Cổ phiếu quỹ (*),5. Cổ phiếu quỹ (*),5. Cổ phiếu quỹ (*),415,,(171.718.432.060),(167.037.572.460),415.0,,-171718432060.0,-167037572460.0
6. Chênh lệch đánh giá lại tài sản,6. Chênh lệch đánh giá lại tài sản,6. Chênh lệch đánh giá lại tài sản,416,,0,0,416.0,,0.0,0.0
7. Chênh lệch tỷ giá hối đoái,7. Chênh lệch tỷ giá hối đoái,7. Chênh lệch tỷ giá hối đoái,417,,833.834.196.666,811.542.187.526,417.0,,833834196666.0,811542187526.0
8. Quỹ đầu tư phát triển,8. Quỹ đầu tư phát triển,8. Quỹ đầu tư phát triển,418,,6.437.295.628.830,6.203.988.188.735,418.0,,6437295628830.0,6203988188735.0
9. Quỹ hỗ trợ sắp xếp doanh nghiệp,9. Quỹ hỗ trợ sắp xếp doanh nghiệp,9. Quỹ hỗ trợ sắp xếp doanh nghiệp,419,,983.512.774,980.050.000,419.0,,983512774.0,980050000.0
10. Quỹ khác thuộc vốn chủ sở hữu,10. Quỹ khác thuộc vốn chủ sở hữu,10. Quỹ khác thuộc vốn chủ sở hữu,420,,187.050.391.780,199.325.627.783,420.0,,187050391780.0,199325627783.0
11. Lợi nhuận sau thuế chưa phân phối,11. Lợi nhuận sau thuế chưa phân phối,11. Lợi nhuận sau thuế chưa phân phối,421,,913.060.803.645,95.676.067.603,421.0,,913060803645.0,95676067603.0
- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,(517.618.423.557),95.676.067.603,,,-517618423557.0,95676067603.0
- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,421b,,1.430.679.227.202,0,,,1430679227202.0,0.0
12. Nguồn vốn đầu tư XDCB,12. Nguồn vốn đầu tư XDCB,12. Nguồn vốn đầu tư XDCB,422,,4.673.747.832.229,4.662.727.366.392,422.0,,4673747832229.0,4662727366392.0
13. Lợi ích cổ đông không kiểm soát,13. Lợi ích cổ đông không kiểm soát,13. Lợi ích cổ đông không kiểm soát,429,,3.959.099.298.123,3.964.922.283.198,429.0,,3959099298123.0,3964922283198.0
II. Nguồn kinh phí và quỹ khác,II. Nguồn kinh phí và quỹ khác,II. Nguồn kinh phí và quỹ khác,430,V.17,166.995.892.753,185.730.362.270,430.0,,166995892753.0,185730362270.0
1. Nguồn kinh phí,1. Nguồn kinh phí,1. Nguồn kinh phí,431,,(43.188.313.730),11.387.876.387,431.0,,-43188313730.0,11387876387.0
2. Nguồn kinh phí đã hình thành TSCĐ,2. Nguồn kinh phí đã hình thành TSCĐ,2. Nguồn kinh phí đã hình thành TSCĐ,432,,210.184.206.483,174.342.485.883,432.0,,210184206483.0,174342485883.0
TỔNG CỘNG NGUỒN VỐN (440 = 400 + 400),TỔNG CỘNG NGUỒN VỐN (440 = 400 + 400),TỔNG CỘNG NGUỒN VỐN (440 = 400 + 400),440,,66.667.654.097.203,63.469.442.681.831,440.0,,66667654097203.0,63469442681831.0
