row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2021VND,2020VND,,
Các công ty con cấp 1,Các công ty con cấp 1,Các công ty con cấp 1,Các công ty con cấp 1,Các công ty con cấp 1,,
Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,,
Bán hàng hóa,Các công ty con thuộc Khối xăng dầu trực thuộc > Bán hàng hóa,Bán hàng hóa,110.745.260.066.359,85.272.311.088.103,110745260066359.0,85272311088103.0
Chi phí hàng giữ hộ,Các công ty con thuộc Khối xăng dầu trực thuộc > Chi phí hàng giữ hộ,Chi phí hàng giữ hộ,815.343.137.182,808.633.034.879,815343137182.0,808633034879.0
Lợi nhuận được chia,Các công ty con thuộc Khối xăng dầu trực thuộc > Lợi nhuận được chia,Lợi nhuận được chia,424.000.000.000,152.284.838.767,424000000000.0,152284838767.0
Các công ty con cấp 1 khác,Các công ty con cấp 1 khác,Các công ty con cấp 1 khác,Các công ty con cấp 1 khác,Các công ty con cấp 1 khác,,
Công ty TNHH MTV Petrolimex Singapore,Công ty TNHH MTV Petrolimex Singapore,Công ty TNHH MTV Petrolimex Singapore,Công ty TNHH MTV Petrolimex Singapore,Công ty TNHH MTV Petrolimex Singapore,,
Mua hàng hóa và dịch vụ,Công ty TNHH MTV Petrolimex Singapore > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,14.818.193.119.432,6.343.260.258.793,14818193119432.0,6343260258793.0
Cổ tức được chia,Công ty TNHH MTV Petrolimex Singapore > Cổ tức được chia,Cổ tức được chia,-,151.841.385.000,,151841385000.0
Tổng Công ty Vận tải Thủy Petrolimex,Tổng Công ty Vận tải Thủy Petrolimex,Tổng Công ty Vận tải Thủy Petrolimex,Tổng Công ty Vận tải Thủy Petrolimex,Tổng Công ty Vận tải Thủy Petrolimex,,
Mua dịch vụ,Tổng Công ty Vận tải Thủy Petrolimex > Mua dịch vụ,Mua dịch vụ,990.015.955.633,1.184.644.034.447,990015955633.0,1184644034447.0
Cổ tức được chia,Tổng Công ty Vận tải Thủy Petrolimex > Cổ tức được chia,Cổ tức được chia,-,71.324.549.296,,71324549296.0
Công ty Cổ phần Vận tải Xăng dầu VITACO,Công ty Cổ phần Vận tải Xăng dầu VITACO,Công ty Cổ phần Vận tải Xăng dầu VITACO,Công ty Cổ phần Vận tải Xăng dầu VITACO,Công ty Cổ phần Vận tải Xăng dầu VITACO,,
Mua dịch vụ,Công ty Cổ phần Vận tải Xăng dầu VITACO > Mua dịch vụ,Mua dịch vụ,170.625.200.704,158.390.038.366,170625200704.0,158390038366.0
Tổng Công ty Hóa dầu Petrolimex - CTCP,Tổng Công ty Hóa dầu Petrolimex - CTCP,Tổng Công ty Hóa dầu Petrolimex - CTCP,Tổng Công ty Hóa dầu Petrolimex - CTCP,Tổng Công ty Hóa dầu Petrolimex - CTCP,,
Cổ tức được chia,Tổng Công ty Hóa dầu Petrolimex - CTCP > Cổ tức được chia,Cổ tức được chia,34.944.629.500,159.723.147.500,34944629500.0,159723147500.0
Tổng Công ty Gas Petrolimex - CTCP,Tổng Công ty Gas Petrolimex - CTCP,Tổng Công ty Gas Petrolimex - CTCP,Tổng Công ty Gas Petrolimex - CTCP,Tổng Công ty Gas Petrolimex - CTCP,,
Cổ tức được chia,Tổng Công ty Gas Petrolimex - CTCP > Cổ tức được chia,Cổ tức được chia,6.320.859.800,101.133.756.800,6320859800.0,101133756800.0
Công ty Liên doanh TNHH Kho Xăng dầuNgoại quan Vân Phong,Công ty Liên doanh TNHH Kho Xăng dầuNgoại quan Vân Phong,Công ty Liên doanh TNHH Kho Xăng dầuNgoại quan Vân Phong,Công ty Liên doanh TNHH Kho Xăng dầuNgoại quan Vân Phong,Công ty Liên doanh TNHH Kho Xăng dầuNgoại quan Vân Phong,,
Mua dịch vụ,Công ty Liên doanh TNHH Kho Xăng dầuNgoại quan Vân Phong > Mua dịch vụ,Mua dịch vụ,188.129.274.115,190.681.117.208,188129274115.0,190681117208.0
Lãi sử dụng vốn,Công ty Liên doanh TNHH Kho Xăng dầuNgoại quan Vân Phong > Lãi sử dụng vốn,Lãi sử dụng vốn,8.706.109.300,22.371.213.000,8706109300.0,22371213000.0
Công ty Cổ phần Nhiên liệu bay Petrolimex,Công ty Cổ phần Nhiên liệu bay Petrolimex,Công ty Cổ phần Nhiên liệu bay Petrolimex,Công ty Cổ phần Nhiên liệu bay Petrolimex,Công ty Cổ phần Nhiên liệu bay Petrolimex,,
Cổ tức được chia,Công ty Cổ phần Nhiên liệu bay Petrolimex > Cổ tức được chia,Cổ tức được chia,-,177.000.000.000,,177000000000.0
Công ty Cổ phần Tổng Công ty Xây lắpvà Thương mại Petrolimex,Công ty Cổ phần Tổng Công ty Xây lắpvà Thương mại Petrolimex,Công ty Cổ phần Tổng Công ty Xây lắpvà Thương mại Petrolimex,Công ty Cổ phần Tổng Công ty Xây lắpvà Thương mại Petrolimex,Công ty Cổ phần Tổng Công ty Xây lắpvà Thương mại Petrolimex,,
Cổ tức được chia,Công ty Cổ phần Tổng Công ty Xây lắpvà Thương mại Petrolimex > Cổ tức được chia,Cổ tức được chia,13.592.641.611,7.353.479.056,13592641611.0,7353479056.0
