row_label_raw,row_label_full,19.,Doanh thu chưa thực hiện,31/12/2025VND,01/01/2025VND,numeric__Doanh thu chưa thực hiện,numeric__31/12/2025VND,numeric__01/01/2025VND
a),a),a),Ngắn hạn,28.556.465.352,3.864.449.931,,28556465352.0,3864449931.0
a),a),a),Doanh thu chưa thực hiện hoạt động cho thuê Tháp CEO,3.270.180.411,3.611.864.940,,3270180411.0,3611864940.0
a),a),a),Doanh thu nhận trước phí dịch vụ căn hộ Dự án Sonasea Condotel & Villas Phú Quốc,9.643.594.298,-,,9643594298.0,
a),a),a),Doanh thu nhận trước phí sử dụng tiện ích Dự án Sonasea Villas and Resort,9.730.925.454,-,,9730925454.0,
a),a),a),Doanh thu nhận trước về dịch vụ kinh doanh bất động sản (15 đêm nghi),2.702.445.652,-,,2702445652.0,
a),a),a),Doanh thu chưa thực hiện hoạt động cho thuê Chung cư Bamboo,37.922.808,106.878.712,,37922808.0,106878712.0
a),a),a),Doanh thu nhận trước khác,3.171.396.729,145.706.279,,3171396729.0,145706279.0
b),b),b),Dài hạn,116.283.984.456,162.755.029.987,,116283984456.0,162755029987.0
b),b),b),Doanh thu chưa thực hiện hoạt động cho thuê Tháp CEO,68.354.864.690,70.671.978.718,,68354864690.0,70671978718.0
b),b),b),Doanh thu nhận trước phí dịch vụ căn hộ Dự án Sonasea Condotel & Villas Phú Quốc,28.298.179.506,47.760.030.415,,28298179506.0,47760030415.0
b),b),b),Doanh thu nhận trước phí sử dụng tiện ích Dự án Sonasea Villas and Resort,19.630.940.260,44.323.020.854,,19630940260.0,44323020854.0
b),b),b),Cộng,144.840.449.808,166.619.479.918,,144840449808.0,166619479918.0
20.,20.,20.,Phải trả khác,31/12/2025VND,01/01/2025VND,,,
a),20. > a),a),Ngắn hạn,343.547.209.675,298.687.326.643,,343547209675.0,298687326643.0
a),20. > a),a),"Kinh phí công đoàn, BHXH, BHYT, BHTN",3.334.986.427,2.516.197.845,,3334986427.0,2516197845.0
a),20. > a),a),"Nhận ký quỹ, ký cược ngắn hạn",198.586.082.112,172.039.868.158,,198586082112.0,172039868158.0
a),20. > a),a),Trần Ngọc Thảo (1),115.756.914.694,115.756.914.694,,115756914694.0,115756914694.0
a),20. > a),a),Đặt cọc thuê nhà tháp C E O,2.529.137.393,3.254.618.269,,2529137393.0,3254618269.0
a),20. > a),a),Công ty CP Bất động sản BHS đặt cọc tiền bảo đảm thực hiện hợp đồng môi giới,4.240.000.000,4.460.000.000,,4240000000.0,4460000000.0
a),20. > a),a),"Nhận ký quỹ, ký cược ngắn hạn khác",76.060.030.025,48.568.335.195,,76060030025.0,48568335195.0
a),20. > a),a),"Phải trả, phải nộp khác",141.626.141.136,124.131.260.640,,141626141136.0,124131260640.0
a),20. > a),a),Khoản cam kết phải trả cho khách hàng theo hợp đồng quản lý cho thuê căn hộ (2),79.647.508.591,69.715.573.690,,79647508591.0,69715573690.0
a),20. > a),a),Tiền quỹ dự phòng và sửa chữa khu vực chung đã thu của khách hàng mua căn hộ (2% giá bán căn hộ nghi dưỡng),15.542.544.373,19.449.107.309,,15542544373.0,19449107309.0
a),20. > a),a),Trung tâm phát triển quỹ đất huyện Quốc Oai (3),2.361.511.922,2.361.511.922,,2361511922.0,2361511922.0
