row_label_raw,row_label_full,CHÍ TIÊU,Thuyết minh,31/12/2016,01/01/2016,numeric__Thuyết minh,numeric__31/12/2016,numeric__01/01/2016
IX. Tài sản cố định,IX. Tài sản cố định,IX. Tài sản cố định,,1.182.577,1.168.506,,1182577.0,1168506.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,V.08,237.611,231.116,,237611.0,231116.0
a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,,339.370,318.360,,339370.0,318360.0
b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,,(101.759),(87.244),,-101759.0,-87244.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,,-,-,,,
a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,,-,-,,,
b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,,-,-,,,
3. Tài sản cố định vô hình,b. Hao mòn tài sản cố định > 3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,V.09,944.966,937.390,,944966.0,937390.0
a. Nguyên giá tài sản cố định,b. Hao mòn tài sản cố định > a. Nguyên giá tài sản cố định,a. Nguyên giá tài sản cố định,,960.277,948.440,,960277.0,948440.0
b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định > b. Hao mòn tài sản cố định,b. Hao mòn tài sản cố định,,(15.311),(11.050),,-15311.0,-11050.0
X. Bát động sản đầu tư,X. Bát động sản đầu tư,X. Bát động sản đầu tư,,-,-,,,
a. Nguyên giá bất động sản đầu tư,a. Nguyên giá bất động sản đầu tư,a. Nguyên giá bất động sản đầu tư,,-,-,,,
b. Hao mòn bất động sản đầu tư,b. Hao mòn bất động sản đầu tư,b. Hao mòn bất động sản đầu tư,,-,-,,,
XL. Tài sản có khác,b. Hao mòn bất động sản đầu tư > XL. Tài sản có khác,XL. Tài sản có khác,V.10,9.324.425,7.354.153,,9324425.0,7354153.0
1. Các khoản phải thu,b. Hao mòn bất động sản đầu tư > 1. Các khoản phải thu,1. Các khoản phải thu,,3.041.394,2.167.807,,3041394.0,2167807.0
"2. Các khoản lãi, phí phải thu","b. Hao mòn bất động sản đầu tư > 2. Các khoản lãi, phí phải thu","2. Các khoản lãi, phí phải thu",,3.092.179,2.406.646,,3092179.0,2406646.0
3. Tài sản thuê TNDN hoãn lại,3. Tài sản thuê TNDN hoãn lại,3. Tài sản thuê TNDN hoãn lại,,-,-,,,
4. Tài sản Có khác,3. Tài sản thuê TNDN hoãn lại > 4. Tài sản Có khác,4. Tài sản Có khác,,3.219.711,2.808.559,,3219711.0,2808559.0
5. Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,3. Tài sản thuê TNDN hoãn lại > 5. Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,5. Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(28.859),(28.859),,-28859.0,-28859.0
TỔNG TÀI SẢN CÓ,3. Tài sản thuê TNDN hoãn lại > TỔNG TÀI SẢN CÓ,TỔNG TÀI SẢN CÓ,,69.048.305,48.230.799,,69048305.0,48230799.0
