row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TẢI SẢN NGẮN HẠN,A - TẢI SẢN NGẮN HẠN,A - TẢI SẢN NGẮN HẠN,A - TẢI SẢN NGẮN HẠN,100,,7.451.932.936.003,5.433.290.184.078,,100.0,,7451932936003.0,5433290184078.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,V.1,43.992.908.955,51.002.783.245,,110.0,,43992908955.0,51002783245.0
1.,1.,1.,Tiền,111,,43.607.420.764,22.039.985.960,,111.0,,43607420764.0,22039985960.0
2.,2.,2.,Các khoản tương đương tiền,112,,385.488.191,28.962.797.285,,112.0,,385488191.0,28962797285.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,-,-,,120.0,,,
1.,1.,1.,Chứng khoán kinh doanh,121,,-,-,,121.0,,,
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,,-,-,,122.0,,,
3.,3.,3.,Đầu tư nằm giữ đến ngày đáo hạn,123,,-,-,,123.0,,,
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,2.372.758.737.645,860.716.835.203,,130.0,,2372758737645.0,860716835203.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,151,V.2a,2.323.919.725.425,818.245.129.462,,151.0,,2323919725425.0,818245129462.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,V.3,24.254.395.548,3.350.845.780,,132.0,,24254395548.0,3350845780.0
3.,3.,3.,Phải thu nội bộ ngắn hạn,133,,-,-,,133.0,,,
4.,4.,4.,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,,134.0,,,
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,,-,-,,135.0,,,
6.,6.,6.,Phải thu ngắn hạn khác,136,V.4a,24.584.616.672,39.120.859.961,,136.0,,24584616672.0,39120859961.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,V.5,-,-,,137.0,,,
8.,8.,8.,Tài sản thiếu chờ xử lý,139,,-,-,,139.0,,,
IV.,IV.,IV.,Hàng tồn kho,140,V.6,5.013.951.679.036,4.387.142.053.250,,140.0,,5013951679036.0,4387142053250.0
1.,1.,1.,Hàng tồn kho,141,,5.013.951.679.036,4.387.142.053.250,,141.0,,5013951679036.0,4387142053250.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,-,-,,149.0,,,
V.,V.,V.,Tài sản ngắn hạn khác,150,,21.229.610.367,134.428.512.380,,150.0,,21229610367.0,134428512380.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,V.7a,1.664.070.241,1.781.518.196,,151.0,,1664070241.0,1781518196.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,19.565.540.126,132.646.994.184,,152.0,,19565540126.0,132646994184.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,,-,-,,153.0,,,
4.,4.,4.,Giao dịch mua bán lại trái phiếu Chính phủ,154,,-,-,,154.0,,,
5.,5.,5.,Tài sản ngắn hạn khác,155,,-,-,,155.0,,,
