row_label_raw,row_label_full,TÀI SẢN,TÀI SẢN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A -,A -,A -,TÀI SẢN NGẮN HẠN,100,,5.427.339.475.024,4.034.114.771.196,,100.0,,5427339475024.0,4034114771196.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,V.1,277.920.867.237,258.299.274.385,,110.0,,277920867237.0,258299274385.0
1.,1.,1.,Tiền,111,,277.920.867.237,187.544.479.864,,111.0,,277920867237.0,187544479864.0
2.,2.,2.,Các khoản tương đương tiền,112,,-,70.754.794.521,,112.0,,,70754794521.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,444.000.000.000,425.000.000.000,,120.0,,444000000000.0,425000000000.0
1.,1.,1.,Chứng khoán kinh doanh,121,,-,-,,121.0,,,
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,,-,-,,122.0,,,
3.,3.,3.,Đầu tư nắm giữ đến ngày đáo hạn,123,V.2.1,444.000.000.000,425.000.000.000,,123.0,,444000000000.0,425000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,4.241.402.046.106,2.890.059.030.958,,130.0,,4241402046106.0,2890059030958.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,V.3,4.210.645.231.655,2.829.814.868.104,,131.0,,4210645231655.0,2829814868104.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,,5.320.102.663,6.920.570.135,,132.0,,5320102663.0,6920570135.0
3.,3.,3.,Phải thu nội bộ ngắn hạn,133,,-,-,,133.0,,,
4.,4.,4.,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,,134.0,,,
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,,-,-,,135.0,,,
6.,6.,6.,Phải thu ngắn hạn khác,136,V.4,25.436.711.788,52.778.444.141,,136.0,,25436711788.0,52778444141.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,,-,(29.788.422),,137.0,,,-29788422.0
8.,8.,8.,Tài sản thiếu chờ xử lý,139,,-,574.937.000,,139.0,,,574937000.0
IV.,IV.,IV.,Hàng tồn kho,140,V.5,314.040.745.314,328.718.980.565,,140.0,,314040745314.0,328718980565.0
1.,1.,1.,Hàng tồn kho,141,,314.060.113.150,328.738.348.401,,141.0,,314060113150.0,328738348401.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(19.367.836),(19.367.836),,149.0,,-19367836.0,-19367836.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,149.975.816.367,132.037.485.288,,150.0,,149975816367.0,132037485288.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,V.9,7.321.842.480,6.395.672.791,,151.0,,7321842480.0,6395672791.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,115.579.433.874,123.296.749.206,,152.0,,115579433874.0,123296749206.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,V.11.2,27.074.540.013,2.345.063.291,,153.0,,27074540013.0,2345063291.0
4.,4.,4.,Giao dịch mua bán lại trái phiếu Chính phủ,154,,-,-,,154.0,,,
5.,5.,5.,Tài sản ngắn hạn khác,155,,-,-,,155.0,,,
