row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2019,Quá hạn > Quá hạn trên3 thángVND,Quá hạn > Quá hạn đến3 thángVND,Quá hạn > Đến 1 thángVND,Trong hạn > Từ trên 1 đến3 thángVND,Trong hạn > Từ trên 3 đến12 thángVND,Trong hạn > Từ trên 1 đến5 nămVND,Trong hạn > Trên 5 nămVND,Trong hạn > TổngVND,numeric__Quá hạn > Quá hạn trên3 thángVND,numeric__Quá hạn > Quá hạn đến3 thángVND,numeric__Quá hạn > Đến 1 thángVND,numeric__Trong hạn > Từ trên 1 đến3 thángVND,numeric__Trong hạn > Từ trên 3 đến12 thángVND,numeric__Trong hạn > Từ trên 1 đến5 nămVND,numeric__Trong hạn > Trên 5 nămVND,numeric__Trong hạn > TổngVND
Tài sản có khác – gộp,Tài sản > Tài sản có khác – gộp,Tài sản có khác – gộp,4.800.000.000,-,283.323.462.243,208.445.911.736,388.751.387.935,2.330.946.940.968,312.398.556.819,3.528.666.259.701,4800000000.0,,283323462243.0,208445911736.0,388751387935.0,2330946940968.0,312398556819.0,3528666259701.0
Tổng tài sản (1),Tài sản > Tổng tài sản (1),Tổng tài sản (1),1.314.036.814.631,1.243.068.444.191,15.815.083.485.660,13.408.767.297.284,17.731.903.972.549,32.033.966.265.692,37.497.492.346.838,119.044.318.626.845,1314036814631.0,1243068444191.0,15815083485660.0,13408767297284.0,17731903972549.0,32033966265692.0,37497492346838.0,119044318626845.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,
Các khoản nợ NHNNVN,Nợ phải trả > Các khoản nợ NHNNVN,Các khoản nợ NHNNVN,-,-,-,-,170.256.322.260,-,-,170.256.322.260,,,,,170256322260.0,,,170256322260.0
Tiền gửi và vay các tổ chức tín dụng khác,Nợ phải trả > Tiền gửi và vay các tổ chức tín dụng khác,Tiền gửi và vay các tổ chức tín dụng khác,-,-,12.896.317.920.057,4.517.049.735.634,738.948.518.358,213.952.463.800,2.597.068.939,18.368.865.706.788,,,12896317920057.0,4517049735634.0,738948518358.0,213952463800.0,2597068939.0,18368865706788.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,27.258.715.799.108,12.581.043.583.533,27.882.278.358.649,1.497.156.289.453,623.480.000,69.219.817.510.743,,,27258715799108.0,12581043583533.0,27882278358649.0,1497156289453.0,623480000.0,69219817510743.0
"Vốn tải trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tải trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tải trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,163.387.575.000,575.065.475.000,532.042.165.250,3.230.838.097.590,127.119.992.794,4.628.453.305.634,,,163387575000.0,575065475000.0,532042165250.0,3230838097590.0,127119992794.0,4628453305634.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,369.473.000.000,236.246.538.057,1.738.846.444.150,9.420.000.000.000,-,11.764.565.982.207,,,369473000000.0,236246538057.0,1738846444150.0,9420000000000.0,,11764565982207.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,394.807.802.313,386.455.961.144,1.412.770.559.800,381.838.363.799,183.117.924,2.576.055.804.980,,,394807802313.0,386455961144.0,1412770559800.0,381838363799.0,183117924.0,2576055804980.0
Tổng nợ phải trả (2),Nợ phải trả > Tổng nợ phải trả (2),Tổng nợ phải trả (2),-,-,41.082.702.096.478,18.295.861.293.368,32.475.142.368.467,14.743.785.214.642,130.523.659.657,106.728.014.632.612,,,41082702096478.0,18295861293368.0,32475142368467.0,14743785214642.0,130523659657.0,106728014632612.0
Mức chênh thanh khoản ròng [(3)=(1)-(2)],Nợ phải trả > Mức chênh thanh khoản ròng [(3)=(1)-(2)],Mức chênh thanh khoản ròng [(3)=(1)-(2)],1.314.036.814.631,1.243.068.444.191,(25.267.618.610.818),(4.887.093.996.084),(14.743.238.395.918),17.290.181.051.050,37.366.968.687.181,12.316.303.994.233,1314036814631.0,1243068444191.0,-25267618610818.0,-4887093996084.0,-14743238395918.0,17290181051050.0,37366968687181.0,12316303994233.0
