row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Bất động sản dở dang,Bất động sản dở dang,Bất động sản dở dang,3.290.352.964.048,4.145.164.001.718,3290352964048.0,4145164001718.0
- Dự án Jamona City (*),- Dự án Jamona City (*),- Dự án Jamona City (*),1.127.060.715.248,1.954.113.327.359,1127060715248.0,1954113327359.0
- Dự án Charmington Dragonic,- Dự án Charmington Dragonic,- Dự án Charmington Dragonic,579.454.130.697,572.646.682.502,579454130697.0,572646682502.0
- Dự án Carillon 7 (*),- Dự án Carillon 7 (*),- Dự án Carillon 7 (*),543.760.326.479,404.857.644.504,543760326479.0,404857644504.0
- Dự án Charmington Tamashi Đà Nẵng,- Dự án Charmington Tamashi Đà Nẵng,- Dự án Charmington Tamashi Đà Nẵng,470.246.250.095,463.327.030.047,470246250095.0,463327030047.0
- Dự án Jamona Cầu Tre,- Dự án Jamona Cầu Tre,- Dự án Jamona Cầu Tre,196.498.309.169,196.498.309.169,196498309169.0,196498309169.0
- Dự án Jamona Home Resort,- Dự án Jamona Home Resort,- Dự án Jamona Home Resort,156.507.447.462,286.064.356.692,156507447462.0,286064356692.0
- Dự án TTC Plaza Đức Trọng,- Dự án TTC Plaza Đức Trọng,- Dự án TTC Plaza Đức Trọng,90.182.144.485,55.294.713.124,90182144485.0,55294713124.0
- Dự án Thanh Đa,- Dự án Thanh Đa,- Dự án Thanh Đa,59.592.613.130,35.331.091.935,59592613130.0,35331091935.0
"- Khu dân cư Phú Hữu, Quận 9","- Khu dân cư Phú Hữu, Quận 9","- Khu dân cư Phú Hữu, Quận 9",21.776.603.921,21.776.603.921,21776603921.0,21776603921.0
- Dự án Jamona Golden Silk (*),- Dự án Jamona Golden Silk (*),- Dự án Jamona Golden Silk (*),10.922.611.505,4.219.033.304,10922611505.0,4219033304.0
- Dự án Charmington La Pointe,- Dự án Charmington La Pointe,- Dự án Charmington La Pointe,10.013.243.812,9.281.286.495,10013243812.0,9281286495.0
- Dự án Phong Điền Phước Dân,- Dự án Phong Điền Phước Dân,- Dự án Phong Điền Phước Dân,4.358.338.675,4.358.338.675,4358338675.0,4358338675.0
- Dự án Hung Điền – Tân Hưng Quận 8,- Dự án Hung Điền – Tân Hưng Quận 8,- Dự án Hung Điền – Tân Hưng Quận 8,-,73.291.340.187,,73291340187.0
- Dự án Carillon 5,- Dự án Carillon 5,- Dự án Carillon 5,-,17.940.886.016,,17940886016.0
- Các dự án khác,- Các dự án khác,- Các dự án khác,19.980.229.370,46.163.357.788,19980229370.0,46163357788.0
Hàng hóa bất động sản,Hàng hóa bất động sản,Hàng hóa bất động sản,12.692.831.704,113.660.002,12692831704.0,113660002.0
Dịch vụ đang cung cấp dở dang,Dịch vụ đang cung cấp dở dang,Dịch vụ đang cung cấp dở dang,5.546.341.819,13.906.041.451,5546341819.0,13906041451.0
Công cụ và dụng cụ,Công cụ và dụng cụ,Công cụ và dụng cụ,1.508.327.557,59.966.364,1508327557.0,59966364.0
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,274.227.696,293.840.627,274227696.0,293840627.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,3.310.374.692.824,4.159.537.510.162,3310374692824.0,4159537510162.0
