row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.724.439.233.907,1.712.251.807.582,1724439233907.0,1712251807582.0
Tiền đặt cọc nhận từ cả nhân đề mua căn hộ,Tiền đặt cọc nhận từ cả nhân đề mua căn hộ,Tiền đặt cọc nhận từ cả nhân đề mua căn hộ,1.601.592.432.636,1.652.560.804.277,1601592432636.0,1652560804277.0
Tiền thu từ các HDHTKD ngắn hạn,Tiền thu từ các HDHTKD ngắn hạn,Tiền thu từ các HDHTKD ngắn hạn,52.454.374.452,-,52454374452.0,
Quỹ bảo trì chung cư,Quỹ bảo trì chung cư,Quỹ bảo trì chung cư,26.729.072.180,10.560.829.150,26729072180.0,10560829150.0
"Cổ tức, lãi vay phải trả","Cổ tức, lãi vay phải trả","Cổ tức, lãi vay phải trả",21.996.856.172,18.481.463.568,21996856172.0,18481463568.0
"Nhận ký cược, ký quỹ ngắn hạn","Nhận ký cược, ký quỹ ngắn hạn","Nhận ký cược, ký quỹ ngắn hạn",17.312.186.854,23.800.735.920,17312186854.0,23800735920.0
Khác,Khác,Khác,4.354.311.613,6.847.974.667,4354311613.0,6847974667.0
Dài hạn,Dài hạn,Dài hạn,300.423.791.658,54.468.018.118,300423791658.0,54468018118.0
Tiền thu từ các HDHTKD dài hạn (*),Tiền thu từ các HDHTKD dài hạn (*),Tiền thu từ các HDHTKD dài hạn (*),244.500.000.000,-,244500000000.0,
"Nhận ký cược, ký quỹ dài hạn","Nhận ký cược, ký quỹ dài hạn","Nhận ký cược, ký quỹ dài hạn",55.923.791.658,54.368.018.118,55923791658.0,54368018118.0
Khác,Khác,Khác,-,100.000.000,,100000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.024.863.025.565,1.766.719.825.700,2024863025565.0,1766719825700.0
Trong đó:,Trong đó:,Trong đó:,,,,
Phải trả khác,Trong đó: > Phải trả khác,Phải trả khác,1.703.735.565.049,1.722.475.915.905,1703735565049.0,1722475915905.0
Phải trả bên liên quan (Thuyết minh số 35),Trong đó: > Phải trả bên liên quan (Thuyết minh số 35),Phải trả bên liên quan (Thuyết minh số 35),321.127.460.516,44.243.909.795,321127460516.0,44243909795.0
