row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.243.091.760.559,610.111.667.010,1243091760559.0,610111667010.0
Phải thu từ nhận hoàn trả khoản trả trước (i),Phải thu từ nhận hoàn trả khoản trả trước (i),Phải thu từ nhận hoàn trả khoản trả trước (i),568.000.000.000,-,568000000000.0,
Phải thu lãi cho vay và cổ tức,Phải thu lãi cho vay và cổ tức,Phải thu lãi cho vay và cổ tức,398.227.635.150,263.909.943.752,398227635150.0,263909943752.0
Phải thu ủy thác đầu tư,Phải thu ủy thác đầu tư,Phải thu ủy thác đầu tư,71.990.509.000,73.990.509.000,71990509000.0,73990509000.0
Tạm ứng cho nhân viên phục vụ công tácđền bù đất,Tạm ứng cho nhân viên phục vụ công tácđền bù đất,Tạm ứng cho nhân viên phục vụ công tácđền bù đất,51.314.191.804,55.769.763.596,51314191804.0,55769763596.0
Trả trước thuế thu nhập doanh nghiệp theotiến độ thanh toán của khách hàng (ii),Trả trước thuế thu nhập doanh nghiệp theotiến độ thanh toán của khách hàng (ii),Trả trước thuế thu nhập doanh nghiệp theotiến độ thanh toán của khách hàng (ii),27.533.053.054,17.218.104.414,27533053054.0,17218104414.0
"Phải thu từ các hợp đồng hợp tác kinhdoanh (""HĐHTKD"")","Phải thu từ các hợp đồng hợp tác kinhdoanh (""HĐHTKD"")","Phải thu từ các hợp đồng hợp tác kinhdoanh (""HĐHTKD"")",8.387.173.667,8.387.173.667,8387173667.0,8387173667.0
Đặt cọc,Đặt cọc,Đặt cọc,58.245.709.000,57.413.000.000,58245709000.0,57413000000.0
Phải thu liên quan đến hợp đồng chuyểnnhượng quyền chọn mua sãn phẩm,Phải thu liên quan đến hợp đồng chuyểnnhượng quyền chọn mua sãn phẩm,Phải thu liên quan đến hợp đồng chuyểnnhượng quyền chọn mua sãn phẩm,-,97.264.200.000,,97264200000.0
Khác,Khác,Khác,59.393.488.884,36.158.972.581,59393488884.0,36158972581.0
Dài hạn,Dài hạn,Dài hạn,965.997.268.058,328.300.721.858,965997268058.0,328300721858.0
Phải thu từ các HĐHTKD (iii),Phải thu từ các HĐHTKD (iii),Phải thu từ các HĐHTKD (iii),913.281.847.398,275.547.794.198,913281847398.0,275547794198.0
Đặt cọc để thực hiện dự án (iv),Đặt cọc để thực hiện dự án (iv),Đặt cọc để thực hiện dự án (iv),42.000.000.000,42.000.000.000,42000000000.0,42000000000.0
"Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược",10.715.420.660,10.752.927.660,10715420660.0,10752927660.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.209.089.028.617,938.412.388.868,2209089028617.0,938412388868.0
Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,(4.662.353.212),-,-4662353212.0,
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,2.204.426.675.405,938.412.388.868,2204426675405.0,938412388868.0
Trong đó:,Trong đó:,Trong đó:,,,,
Phải thu các bên liên quan(Thuyết minh số 35),Trong đó: > Phải thu các bên liên quan(Thuyết minh số 35),Phải thu các bên liên quan(Thuyết minh số 35),1.097.441.322.290,633.879.660.260,1097441322290.0,633879660260.0
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,1.106.985.353.115,304.532.728.608,1106985353115.0,304532728608.0
