row_label_raw,row_label_full,TÀI SẢN,TÀI SẢN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,100,,4.655.809.118.725,6.036.290.815.466,,100.0,,4655809118725.0,6036290815466.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,V.1,7.411.278.258,29.482.879.719,,110.0,,7411278258.0,29482879719.0
1.,1.,1.,Tiền,111,,7.411.278.258,29.482.879.719,,111.0,,7411278258.0,29482879719.0
2.,2.,2.,Các khoản tương đương tiền,112,,-,-,,112.0,,,
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,14.000.000.000,11.130.000.000,,120.0,,14000000000.0,11130000000.0
1.,1.,1.,Chứng khoán kinh doanh,121,,-,-,,121.0,,,
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,,-,-,,122.0,,,
3.,3.,3.,Đầu tư nắm giữ đến ngày đáo hạn,123,V.2a,14.000.000.000,11.130.000.000,,123.0,,14000000000.0,11130000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,3.641.698.049.923,5.088.527.426.607,,130.0,,3641698049923.0,5088527426607.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,V.3,3.513.015.978.086,5.071.731.428.383,,131.0,,3513015978086.0,5071731428383.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,V.4,12.620.262.827,13.657.630.371,,132.0,,12620262827.0,13657630371.0
3.,3.,3.,Phải thu nội bộ ngắn hạn,133,,-,-,,133.0,,,
4.,4.,4.,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,,134.0,,,
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,V.5a,69.733.606.034,-,,135.0,,69733606034.0,
6.,6.,6.,Phải thu ngắn hạn khác,136,V.6a,46.241.544.974,3.051.709.736,,136.0,,46241544974.0,3051709736.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,,-,-,,137.0,,,
8.,8.,8.,Tài sản thiếu chờ xử lý,139,,86.658.002,86.658.117,,139.0,,86658002.0,86658117.0
IV.,IV.,IV.,Hàng tồn kho,140,,988.720.909.873,906.937.193.285,,140.0,,988720909873.0,906937193285.0
1.,1.,1.,Hàng tồn kho,141,V.7,988.720.909.873,906.937.193.285,,141.0,,988720909873.0,906937193285.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,-,-,,149.0,,,
V.,V.,V.,Tài sản ngắn hạn khác,150,,3.978.880.671,213.315.855,,150.0,,3978880671.0,213315855.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,V.8a,3.978.880.671,125.086.541,,151.0,,3978880671.0,125086541.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,-,88.229.314,,152.0,,,88229314.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,,-,-,,153.0,,,
4.,4.,4.,Giao dịch mua bán lại trái phiếu Chính phủ,154,,-,-,,154.0,,,
5,5,5,Tài sản ngắn hạn khác,155,,-,-,,155.0,,,
